word_chinese_traditional,aoa_mean,familiar_mean,imagine_mean,concrete_mean,semantic_radical_trans_mean,frequency_log,number_stroke,number_word_forms,number_homophones,number_meanings,aoa_raw,familiar_raw,imagine_raw,concrete_raw,semantic_radical_trans_raw
償,4.904761905,6.315789474,3.363636364,2.7,3.894736842,1.985624728,17,11,4,3,4.904761905,6.05,3.318181818,2.7,3.894736842
懦,5.428571429,6,3.181818182,2.9,5.421052632,0.422311476,17,3,1,3,5.428571429,6,3.130434783,2.9,5.421052632
偉,3.285714286,6.578947368,2.727272727,1.9474,3.736842105,2.440313894,11,3,7,NA,3.285714286,6.3,2.636363636,2.2,3.736842105
洗,2.095238095,7,5.045454545,5.3,6.722222222,2.127985167,9,7,2,5,2.136363636,6.8,5.045454545,5.3,6.631578947
溫,2.857142857,6.789473684,4.272727273,4.2,4.631578947,2.406543204,12,18,1,4,2.909090909,6.7,3.958333333,4.2,4.631578947
肆,5.142857143,5.3,2.285714286,2.3,NA,1.752807239,13,9,6,6,5.142857143,5.3,2.454545455,2.3,NA
倪,6.047619048,5,1.681818182,1.2778,2.947368421,1.07601114,10,5,2,NA,6.047619048,5,1.727272727,1.65,2.947368421
獲,4.5,6.684210526,3.590909091,3.6,4,2.903420985,17,7,2,NA,4.318181818,6.4,3.409090909,3.6,4
瀾,5.904761905,4.5,2.590909091,2.4737,4.789473684,1.123905625,21,4,4,5,5.904761905,4.5,2.681818182,2.7,4.789473684
饒,5.142857143,5.3,2.818181818,2.55,3.315789474,1.24025727,20,3,8,7,5.142857143,5.3,2.727272727,2.55,3.315789474
陷,4.4,6.315789474,4.363636364,4.1,2.894736842,1.908405479,11,12,3,4,4.523809524,6.1,4.363636364,4.1,2.894736842
稅,4.857142857,6.45,4.318181818,3.9,4,2.124254316,12,5,3,NA,4.857142857,6.45,4.045454545,3.9,4
鈞,4.952380952,5.45,2.454545455,3.3,5.052631579,1.193832148,12,2,4,2,4.952380952,5.45,2.545454545,3.3,5.052631579
倡,5,6.052631579,1.863636364,1.9474,3.368421053,1.515874649,10,7,3,6,5,5.8,1.954545455,2.2,3.368421053
徹,4.904761905,6.05,1.952380952,2.35,3.105263158,1.713805903,15,4,5,3,4.904761905,6.05,2.181818182,2.35,3.105263158
壇,4.952380952,5.7,4.454545455,4.6,4.947368421,2.09188191,16,11,2,6,4.952380952,5.7,4.363636364,4.6,4.947368421
決,3.75,7,2.142857143,2.7,2.684210526,2.867774147,7,14,6,5,3.619047619,6.7,2.391304348,2.7,2.684210526
蹲,3.666666667,6.15,5,5.5,6.333333333,0.703138086,19,6,3,6,3.636363636,6.15,4.916666667,5.5,6.105263158
膝,3.333333333,6.25,5.904761905,6.1053,5.736842105,1.447037564,15,6,5,1,3.363636364,6.25,5.636363636,5.95,5.736842105
航,4.428571429,6.4,4.636363636,4.5,6.277777778,2.448237674,10,12,4,4,4.428571429,6.4,4.565217391,4.5,6.052631579
補,3.523809524,6.789473684,3.409090909,3.35,5.105263158,2.361073723,13,6,6,6,3.523809524,6.65,3.590909091,3.35,5.105263158
黏,4.333333333,6.2,5.363636364,4.95,NA,1.082774484,17,4,0,4,4.333333333,6.2,5.217391304,4.95,NA
哈,2.19047619,6.842105263,4.454545455,3.7,5.947368421,2.101261884,9,3,1,3,2.19047619,6.7,4.47826087,3.7,5.947368421
詢,4.380952381,6.315789474,3.590909091,2.8,6.277777778,2.368783591,13,2,5,3,4.380952381,6.1,3.454545455,2.8,6.105263158
貶,5.238095238,6.473684211,3.227272727,3.3,3.842105263,1.308060939,12,3,2,3,5.238095238,6.35,3.227272727,3.3,3.842105263
鍾,4.2,6.25,2.681818182,2.3,3.789473684,2.255851356,17,6,10,6,4.047619048,6.25,2.909090909,2.3,3.789473684
樹,2.15,6.944444444,6.619047619,6.5,6.789473684,2.234346583,16,6,1,NA,2.333333333,6.75,6.304347826,6.5,6.789473684
灌,4.428571429,6.631578947,4.681818182,4.65,6.166666667,1.335161301,21,4,4,8,4.428571429,6.5,4.47826087,4.65,5.947368421
輸,3.428571429,6.684210526,3.818181818,4.15,4.368421053,2.372784512,16,7,5,7,3.428571429,6.4,3.636363636,4.15,4.368421053
砌,4.047619048,6.15,4.772727273,4.2,5.105263158,1.239589639,9,3,0,6,4.047619048,6.15,4.681818182,4.2,5.105263158
護,3.619047619,6.6,4,4.1,3.473684211,2.658528006,21,7,5,NA,3.619047619,6.6,3.909090909,4.1,3.473684211
詬,6,4.8,2.380952381,2.1,4.684210526,0.714478012,13,3,9,NA,6,4.8,2.590909091,2.1,4.684210526
煽,5.428571429,5.55,4,3.55,5.263157895,1.174864309,14,4,6,NA,5.409090909,5.55,3.863636364,3.55,5.263157895
琦,5.285714286,5.3,1.619047619,1.3158,5.263157895,1.361174733,12,3,18,NA,5.285714286,5.3,1.863636364,1.5,5.263157895
鎖,3.619047619,6.631578947,6.19047619,5.85,6.277777778,2.03466714,18,10,2,6,3.619047619,6.5,5.826086957,5.85,6.052631579
針,3.095238095,6.789473684,6.238095238,6.1,6.333333333,2.139830684,10,4,1,4,3.095238095,6.65,6,6.1,6.105263158
汐,5.666666667,4.3,3.136363636,3.1,6,-0.041844801,6,2,10,NA,5.666666667,4.3,3.227272727,3.1,5.736842105
殲,6.35,5.3,3.5,3.5,4.684210526,0.92360593,21,5,3,NA,6.238095238,5.3,3.545454545,3.5,4.684210526
瀋,5.380952381,5.5,2.545454545,1.25,2.789473684,0.867585364,18,3,3,NA,5.380952381,5.5,2.636363636,1.25,2.789473684
聘,5.238095238,5.7,3.409090909,3.5,2.578947368,1.885011908,13,5,2,1,5.227272727,5.7,3.363636364,3.5,2.578947368
沿,4.142857143,6.2,2.727272727,3.1,4,1.995581697,8,5,17,4,4.142857143,6.2,2.772727273,3.1,4
醞,6.35,4.3,1.761904762,2,5.157894737,0.801424628,16,3,4,4,6.272727273,4.3,1.818181818,2.2,5.157894737
姪,4.285714286,5.3,3.727272727,3.75,5.052631579,0.744739617,9,4,4,2,4.285714286,5.3,3.695652174,3.75,5.052631579
慘,3.714285714,6.684210526,4.090909091,3.95,5.631578947,1.9750657,14,17,0,8,3.714285714,6.4,4,3.95,5.631578947
跑,2.571428571,6.85,5.727272727,5.8,6.611111111,2.743882711,12,7,0,5,2.571428571,6.85,5.590909091,5.8,6.421052632
婚,4,6.736842105,5.409090909,4.55,5.894736842,2.606256795,11,6,13,1,3.857142857,6.5,5.5,4.55,5.894736842
讀,2.80952381,7,4.454545455,4.8,6.5,2.591831543,22,17,3,5,2.818181818,6.9,4.166666667,4.8,6.368421053
嫌,4.428571429,6.421052632,2.772727273,2.85,2.789473684,2.257200796,13,5,6,5,4.428571429,6.15,2.590909091,2.85,2.789473684
忙,3.4,6.8,4.272727273,4.55,4.526315789,2.126253873,6,7,4,3,3.523809524,6.8,4.181818182,4.55,4.526315789
秘,4.05,6.789473684,2.954545455,2.9,2.055555556,2.195536283,10,0,8,2,3.904761905,6.65,3,2.9,2.315789474
訣,4.904761905,5.842105263,2.363636364,2.8,5.526315789,0.951721089,11,3,6,3,4.904761905,5.6,2.318181818,2.8,5.526315789
滄,5.428571429,5.25,3,2.85,5.157894737,0.805074183,13,4,4,2,5.428571429,5.25,2.954545455,2.85,5.157894737
瞪,4.6,6.368421053,5.181818182,5.05,6.315789474,0.591029138,17,4,2,2,4.428571429,6.2,5.086956522,5.05,6.315789474
練,3.238095238,6.944444444,3.318181818,3.55,2.611111111,2.639369824,16,10,2,7,3.238095238,6.75,3.318181818,3.55,2.842105263
釋,5.05,6.263157895,3.181818182,2.9,NA,2.364695379,20,12,20,NA,4.857142857,6.05,3.272727273,2.9,NA
埋,4.35,6.842105263,4.318181818,4.2,6.166666667,2.312828464,10,10,1,4,4.227272727,6.7,4.090909091,4.2,5.894736842
塔,4.095238095,6.526315789,5.272727273,5.6842,5.611111111,1.901038258,13,2,3,3,4.095238095,6.4,5.136363636,5.45,5.368421053
濕,3.476190476,6.55,6,5.15,6.777777778,1.901766085,17,9,2,NA,3.476190476,6.55,5.727272727,5.15,6.684210526
棲,5.142857143,5.95,3.181818182,2.85,5.421052632,1.028736273,11,2,4,5,5.181818182,5.95,3.090909091,2.85,5.421052632
稍,4.19047619,6.4,2.409090909,2.0526,2.111111111,2.044200817,12,4,0,6,4.19047619,6.4,2.434782609,2.25,2.368421053
陵,5.476190476,5.6,3.909090909,2.85,3.526315789,0.958155199,11,4,16,3,5.476190476,5.6,4,2.85,3.526315789
僧,4.571428571,6.421052632,5.363636364,4.95,5.631578947,0.870721078,14,5,12,1,4.5,6.15,5.318181818,4.95,5.631578947
棺,4.714285714,6.3,5.5,5.4,6.315789474,0.970744326,12,2,2,2,4.714285714,6.3,5.454545455,5.4,6.315789474
楠,5.142857143,5.4,2.285714286,1.8421,4.894736842,1.367192767,13,2,4,NA,5.142857143,5.4,2.652173913,2.05,4.894736842
褐,5.25,5,2.142857143,2.9,3.368421053,0.340490134,15,6,2,4,5.047619048,5,2.363636364,2.9,3.368421053
珍,3.571428571,6.842105263,3.727272727,2.7,5.421052632,2.124776828,9,7,1,3,3.590909091,6.7,3.541666667,2.7,5.421052632
陀,5.047619048,4.85,3.545454545,3.25,2.736842105,1.170186046,8,2,7,1,5.047619048,4.85,3.5,3.25,2.736842105
凌,4.666666667,5.7,2.590909091,2.35,3.157894737,2.268598594,10,7,16,6,4.636363636,5.7,2.590909091,2.35,3.157894737
啦,2.380952381,6.684210526,1.4,1.4211,4.947368421,2.140166825,11,6,0,1,2.380952381,6.4,1.695652174,1.65,4.947368421
唉,3.428571429,6.833333333,3.090909091,2.6,5.263157895,0.664722385,10,1,2,3,3.428571429,6.55,3.090909091,2.6,5.263157895
蝸,3.714285714,6.05,5.590909091,5.05,6.277777778,0.750958737,15,2,3,1,3.714285714,6.05,5.608695652,5.05,6.052631579
媳,4.904761905,6.052631579,3.590909091,4.2,6.666666667,0.887574125,13,1,20,NA,4.904761905,5.8,3.772727273,4.2,6.526315789
佳,3.476190476,6.578947368,2.772727273,2.85,3.631578947,2.53682811,8,9,4,2,3.476190476,6.45,2.863636364,2.85,3.631578947
潛,4.7,6.421052632,4.818181818,4.5,6.111111111,2.034774228,15,16,0,5,4.523809524,6.2,4.652173913,4.5,5.894736842
漂,4.428571429,6.15,4.272727273,4.15,5.421052632,1.556366174,14,10,1,7,4.428571429,6.15,4.090909091,4.15,5.421052632
巧,3.428571429,6.526315789,2.55,2.95,NA,1.963991555,5,12,2,6,3.428571429,6.4,3,2.95,NA
曖,5.380952381,5.5,2.545454545,2.1111,3.631578947,0.66971433,17,2,0,NA,5.363636364,5.5,2.590909091,2.6,3.631578947
昧,5.4,5.65,2.954545455,1.5263,2.578947368,0.895023612,9,3,1,1,5.181818182,5.65,2.681818182,1.65,2.578947368
轍,5.571428571,4.95,2.590909091,2.45,5.315789474,1.077954296,19,6,5,4,5.571428571,4.95,2.590909091,2.45,5.315789474
吵,3.095238095,6.789473684,4.909090909,4.7,6.368421053,1.50802359,7,5,1,2,3.095238095,6.5,4.826086957,4.7,6.368421053
慷,5,5.894736842,2.545454545,2.25,4.263157895,0.93182626,14,3,1,4,5,5.65,2.318181818,2.25,4.263157895
糾,5.095238095,6.315789474,3,2.85,3.578947368,1.628619345,8,9,5,2,5.095238095,6.05,2.909090909,2.85,3.578947368
紛,3.952380952,6.3,2.590909091,2.4,3.421052632,2.142512557,10,3,13,5,3.952380952,6.3,2.590909091,2.4,3.421052632
誤,4.476190476,5.75,2.363636364,2.8,4.894736842,2.293672095,14,14,1,1,4.476190476,5.75,2.363636364,2.8,4.894736842
複,3.904761905,6.526315789,3.181818182,2.6,3.157894737,1.933181314,15,2,5,5,3.904761905,6.3,3.045454545,2.6,3.157894737
細,2.666666667,6.894736842,3.772727273,4.65,3.684210526,2.524662012,11,9,3,NA,2.666666667,6.8,3.818181818,4.65,3.684210526
膩,5.523809524,5.55,3.045454545,3.65,3.578947368,1.138483511,16,6,1,6,5.523809524,5.55,3.045454545,3.65,3.578947368
槍,4.1,6.894736842,6.476190476,6.2632,4.052631579,2.307032481,14,6,7,4,4.238095238,6.8,6.318181818,6.1,4.052631579
挖,3.952380952,6.3,5,4.75,6.277777778,1.475894304,9,4,1,3,3.952380952,6.3,4.695652174,4.75,6.105263158
穫,4.285714286,6.2,4,3.2,5.421052632,0.988969146,19,4,2,NA,4.285714286,6.2,3.695652174,3.2,5.421052632
陣,4.35,6.842105263,2.772727273,3.05,2.578947368,2.569441056,10,12,0,3,4.19047619,6.7,2.863636364,3.05,2.578947368
仗,4.5,6.1,4,3.3,4.631578947,2.64686285,5,9,7,NA,4.333333333,6.1,4.090909091,3.3,4.631578947
哨,4.619047619,6.15,4.318181818,3.8,6.368421053,1.11241802,10,2,0,NA,4.636363636,6.15,4.090909091,3.8,6.368421053
貂,5.476190476,5.15,5.454545455,4.65,5.473684211,0.079888796,12,3,7,NA,5.476190476,5.15,5.318181818,4.65,5.473684211
蟬,4.523809524,6.05,5.590909091,6.2632,6.833333333,0.941224035,18,4,2,3,4.523809524,6.05,5.409090909,6.1,6.736842105
塚,6.476190476,3.7,3.636363636,3.85,5.947368421,0.340490134,13,4,1,NA,6.454545455,3.7,3.625,3.85,5.947368421
鏽,5.380952381,6,3.863636364,5.15,6.722222222,0.318770885,21,2,8,NA,5.380952381,6,3.565217391,5.15,6.526315789
橢,5.142857143,5,2.954545455,3.85,3.842105263,0.125646286,16,2,1,NA,5.142857143,5,2.913043478,3.85,3.842105263
徑,4.80952381,6.35,4.454545455,4.65,4.315789474,1.848444683,10,5,4,6,4.80952381,6.35,4.318181818,4.65,4.315789474
估,3.428571429,6.6,3,3.15,3.631578947,2.407452056,7,4,5,5,3.428571429,6.6,3.045454545,3.15,3.631578947
轎,4.904761905,6.1,4.909090909,5.3,6,0.475894304,19,2,1,2,4.904761905,6.1,4.727272727,5.3,6
蜂,3.3,6.473684211,5.954545455,5.6,6.722222222,1.375578043,13,4,10,3,3.428571429,6.35,5.782608696,5.6,6.631578947
鎂,6.7,4.1,1.666666667,3.6,6.352941176,0.84164963,17,0,3,NA,6.571428571,4.1,1.954545455,3.6,5.789473684
耀,4.333333333,6.315789474,3.681818182,3.8,NA,2.173076926,20,3,1,6,4.318181818,6.05,3.636363636,3.8,NA
嘖,4.761904762,5.05,2.772727273,1.9474,5.157894737,0.575895395,14,3,12,NA,4.761904762,5.05,2.909090909,2.2,5.157894737
噪,4.15,6.5,3.681818182,3.4,5.947368421,1.110623413,16,2,8,2,4,6.5,3.818181818,3.4,5.947368421
仆,4.571428571,6.421052632,4.590909091,3.75,5.473684211,0.801424628,4,3,0,NA,4.571428571,6.15,4.590909091,3.75,5.473684211
險,3.666666667,6.888888889,3.227272727,2.2,2.947368421,2.462146045,16,4,0,7,3.666666667,6.6,3.363636364,2.2,2.947368421
驗,4.15,6.578947368,3.954545455,3.65,2.315789474,2.502733878,23,3,5,5,4.285714286,6.35,3.818181818,3.65,2.315789474
謎,4.2,6.631578947,3.272727273,4,5.388888889,1.036270691,17,7,1,2,4.047619048,6.5,3.363636364,4,5.157894737
焊,5.761904762,5.4,4.409090909,3.85,6.263157895,0.435276454,11,2,3,NA,5.818181818,5.4,4.272727273,3.85,6.263157895
仲,4.285714286,6.888888889,1.909090909,1.5263,3.052631579,2.329820552,6,5,4,6,4.285714286,6.7,2,1.75,3.052631579
淹,4.5,6.526315789,4.590909091,4.95,6.388888889,0.899432731,11,3,3,6,4.333333333,6.4,4.454545455,4.95,6.157894737
浪,3.619047619,6.947368421,5.681818182,5.4737,6.368421053,2.234549414,10,13,1,7,3.619047619,6.85,5.5,5.25,6.368421053
埠,6,4.25,2.636363636,2.95,5.473684211,0.98177073,11,7,1,2,6,4.25,2.545454545,2.95,5.473684211
腸,3.238095238,6.65,5.772727273,6.1053,6.263157895,1.782510778,13,3,6,3,3.238095238,6.65,5.545454545,5.9,6.263157895
禍,4.65,6.2,3.772727273,3.4,3.263157895,1.81796433,14,11,1,5,4.476190476,6.2,3.727272727,3.4,3.263157895
托,4.142857143,6.631578947,4.363636364,3.8,5.631578947,1.760928924,6,2,2,5,4.136363636,6.45,4.227272727,3.8,5.631578947
綜,4.105263158,6.789473684,2.5,2.4737,2.842105263,2.409083211,14,10,5,NA,4.095238095,6.65,2.545454545,2.7,2.842105263
拔,3.714285714,6.25,5.045454545,4.45,5.947368421,1.902056875,8,6,2,8,3.772727273,6.25,4.863636364,4.45,5.947368421
福,3.476190476,6.75,4.454545455,4,4.526315789,2.559927694,14,4,5,3,3.590909091,6.75,4.409090909,4,4.526315789
氓,5.80952381,4.9,4.363636364,3.35,NA,0.447865581,8,4,7,4,5.80952381,4.9,4.272727273,3.35,NA
躍,4.75,6.15,4.272727273,4.25,5.789473684,1.88937369,21,9,1,3,4.571428571,6.15,4.409090909,4.25,5.789473684
緋,5,6.052631579,2.954545455,1.8947,4,1.615604766,14,1,7,NA,5,5.8,3.090909091,2.1,4
憤,4.2,6.631578947,4.409090909,4.1,5.842105263,1.682912815,15,7,2,4,4.047619048,6.4,4.260869565,4.1,5.842105263
臘,4.428571429,6.263157895,4.181818182,4.2,4.947368421,1.541620697,19,11,3,5,4.428571429,6,4.409090909,4.2,4.947368421
沉,4.095238095,6.684210526,5.090909091,4.3,5.157894737,2.088583575,7,0,3,NA,4.136363636,6.55,5,4.3,5.157894737
講,3.047619048,6.947368421,4.136363636,4.45,6.368421053,2.685887775,17,3,1,6,3.047619048,6.85,4.227272727,4.45,6.368421053
油,2.857142857,6.894736842,5.909090909,5.9,5.157894737,2.544444577,8,4,14,5,2.857142857,6.8,5.772727273,5.9,5.157894737
瞎,4.523809524,6.722222222,4.772727273,4.95,6.777777778,0.289999142,15,13,3,4,4.523809524,6.45,4.545454545,4.95,6.473684211
檔,4.4,6.736842105,4.090909091,4.2,4.789473684,2.440482209,17,7,0,2,4.238095238,6.6,4.086956522,4.2,4.789473684
搏,5.142857143,6.25,4.181818182,3.55,5.736842105,1.654048724,13,5,5,3,5.142857143,6.25,4.181818182,3.55,5.736842105
捍,5.428571429,5.65,3.454545455,3.5,5.631578947,1.232856256,10,5,2,4,5.428571429,5.65,3.454545455,3.5,5.631578947
蜷,5.428571429,5.3,3.363636364,4.5,5.473684211,0.190104275,14,3,3,2,5.428571429,5.3,3.391304348,4.5,5.473684211
抵,4.285714286,6.631578947,3.590909091,2.95,4.421052632,2.220745866,8,9,6,9,4.285714286,6.35,3.545454545,2.95,4.421052632
喱,4.1,6.1,3.863636364,1.8421,2.894736842,1.261096985,12,0,0,NA,3.952380952,6.1,3.818181818,2.05,2.894736842
噴,3.952380952,6.5,4.818181818,4.75,6.157894737,1.764734157,15,8,0,2,3.954545455,6.5,4.75,4.75,6.157894737
課,2.857142857,6.947368421,4.227272727,4.05,4.578947368,2.619048565,15,11,1,6,2.857142857,6.85,4.318181818,4.05,4.578947368
績,3.7,6.736842105,2.19047619,2.55,2.611111111,2.385956232,17,8,12,4,3.590909091,6.6,2.272727273,2.55,2.789473684
滔,4.5,6.052631579,3.363636364,3.25,5.473684211,0.794032203,13,4,2,NA,4.590909091,5.85,3.545454545,3.25,5.473684211
埃,4.333333333,6.210526316,2.15,3.4,4.473684211,1.612501641,10,2,1,3,4.333333333,5.95,2.636363636,3.4,4.473684211
踐,5,5.8,3.181818182,2.7,5.666666667,1.305772161,15,7,0,7,5,5.8,3.136363636,2.7,5.421052632
曙,5.666666667,5.65,4.636363636,3.75,5.842105263,0.73417232,17,2,6,2,5.666666667,5.65,4.545454545,3.75,5.842105263
撈,4.333333333,6.578947368,5,4.85,6.263157895,1.397023158,15,7,0,3,4.318181818,6.45,4.75,4.85,6.263157895
炸,3.476190476,6.894736842,5.454545455,5.6842,6.444444444,2.083157798,9,4,6,NA,3.476190476,6.75,5.260869565,5.5,6.315789474
墟,5.095238095,6,3.636363636,4.65,5,1.229450007,15,4,3,6,5.095238095,6,3.565217391,4.65,5
礫,5.476190476,5,3.363636364,2.8,5.631578947,0.329766269,20,2,2,1,5.476190476,5,3.454545455,2.8,5.631578947
擄,5.476190476,5.55,4.090909091,4.1,5.578947368,0.946504276,16,3,7,NA,5.476190476,5.55,4.090909091,4.1,5.578947368
蟑,4.047619048,6.368421053,4.772727273,4.15,6.736842105,0.239589639,17,0,9,NA,4.047619048,6.2,4.954545455,4.15,6.736842105
螂,4.85,5.9,4.863636364,4.35,6.368421053,0.413448016,15,2,6,1,4.666666667,5.9,4.909090909,4.35,6.368421053
曝,5.047619048,6.263157895,3.681818182,3.55,6.222222222,1.780207841,19,3,3,2,5.047619048,6.05,3.863636364,3.55,6
僚,5.45,5.578947368,2.909090909,2.4211,5.421052632,1.154217539,14,2,9,4,5.238095238,5.35,2.956521739,2.65,5.421052632
謝,2.476190476,6.947368421,3.681818182,3.8,5.210526316,2.383132865,17,17,0,8,2.476190476,6.85,3.590909091,3.8,5.210526316
游,2.714285714,6.944444444,5.318181818,5.2632,6.210526316,1.965752381,12,6,14,4,2.727272727,6.75,5.136363636,5.05,6.210526316
謬,5.476190476,5.736842105,2,2.55,5.263157895,1.221860872,18,2,3,3,5.545454545,5.5,2.136363636,2.55,5.263157895
晾,4.19047619,6,4.681818182,4.55,6.166666667,0.851557918,12,2,1,NA,4.045454545,6,4.545454545,4.55,5.947368421
犯,3.55,6.5,4,4.25,3.526315789,2.427760663,5,18,4,6,3.714285714,6.5,3.909090909,4.25,3.526315789
砍,4,6.25,4.954545455,4.9,4.210526316,1.107917519,9,4,2,2,4.142857143,6.25,4.909090909,4.9,4.210526316
援,4.25,6.45,3.818181818,4,5.944444444,2.238184262,12,8,4,NA,4.380952381,6.45,3.818181818,4,5.736842105
濛,5.142857143,5.45,4.136363636,3.2,4.631578947,0.45606006,17,2,5,4,5.136363636,5.45,3.954545455,3.2,4.631578947
潭,4.857142857,6,4.318181818,4.8,6.222222222,0.994878006,15,3,5,4,4.857142857,6,4.086956522,4.8,6
胸,3.476190476,6.842105263,5.952380952,6.05,5.947368421,1.979952328,10,4,5,3,3.476190476,6.7,5.727272727,6.05,5.947368421
浸,3.428571429,6.45,4.363636364,4.95,6.166666667,1.724655526,10,6,0,NA,3.409090909,6.45,4.181818182,4.95,6
橡,4.333333333,6,3.727272727,3.45,6.222222222,1.10061828,16,4,5,2,4.181818182,6,3.590909091,3.45,6
冲,3.761904762,6.578947368,4.272727273,3.65,3.315789474,1.005315492,6,0,13,NA,3.761904762,6.4,4.181818182,3.65,3.315789474
溪,4.45,6.5,5.772727273,5.85,6.526315789,1.124776828,13,4,1,2,4.285714286,6.5,5.727272727,5.85,6.526315789
墩,6.19047619,4.25,2.863636364,3.2,5.368421053,0.475894304,15,8,3,4,6.19047619,4.25,2.727272727,3.2,5.368421053
掏,4.75,6.210526316,4.318181818,4.2,6.222222222,0.897967993,11,4,13,3,4.636363636,6,4.136363636,4.2,6
塌,5.19047619,5.5,4.5,4.45,5.684210526,1.449516893,13,7,3,3,5.19047619,5.5,4.5,4.45,5.684210526
毗,6.619047619,2.736842105,1.904761905,1.7,4.315789474,0.993702648,9,3,4,1,6.619047619,2.95,2.136363636,1.7,4.315789474
垮,5.428571429,5.15,3.318181818,3.2,4.526315789,0.718932353,9,2,2,2,5.428571429,5.15,3.136363636,3.2,4.526315789
湘,5.428571429,5.3,1.7,1.7368,4.684210526,1.432285727,12,4,10,1,5.428571429,5.3,2.227272727,1.9,4.684210526
汛,6.5,3.65,1.25,1.7895,3.421052632,-0.494142472,6,2,6,2,6.333333333,3.65,1.545454545,2,3.421052632
湍,5.761904762,4.4,2.681818182,2.95,5.736842105,-0.041844801,12,2,0,NA,5.727272727,4.4,2.727272727,2.95,5.736842105
燁,6.476190476,3.45,1.619047619,1.5789,4.368421053,0.55378108,16,3,4,1,6.5,3.45,1.818181818,1.75,4.368421053
梧,5.571428571,4.95,3.545454545,2.15,5.777777778,0.307489874,11,2,4,3,5.571428571,4.95,3.363636364,2.15,5.526315789
膽,4.1,6.526315789,3.954545455,4.85,5.722222222,2.012700664,17,3,0,4,3.952380952,6.35,4.045454545,4.85,5.473684211
憚,5.714285714,5.2,2.095238095,2,4.473684211,0.575895395,15,0,3,4,5.636363636,5.2,2.227272727,2,4.473684211
誹,5.571428571,5,2.909090909,2.8,5.736842105,1.103369891,15,1,2,NA,5.571428571,5,2.727272727,2.8,5.736842105
謗,5.65,5.526315789,2.727272727,2.25,6.052631579,1.111521644,17,2,0,NA,5.428571429,5.3,2.782608696,2.25,6.052631579
