word_german,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,frequency,length,syllables,valence_mean_female,valence_sd_female,arousal_mean_female,arousal_sd_female,concrete_mean_female,concrete_sd_female,valence_mean_male,valence_sd_mean,arousal_mean_male,arousal_sd_mean,concrete_mean_male,concrete_sd_male
Futter,5.296875,1.164006,2.596774,1.979068,2.460318,1.69273,12,6,2,5,1.145644,2.6875,1.874059,2.65625,1.99369,5.612903,1.115868,2.5,2.113177,2.258065,1.315744
Gabel,5.1875,0.814063,2.142857,1.522489,1.190476,0.470317,14,5,2,5.272727,0.801277,2.25,1.866513,1.15625,0.447889,5.096774,0.830857,2.032258,1.079626,1.225807,0.497305
Gaffer,3.734375,1.904399,5.78125,2.353442,4.825397,2.556079,16,6,2,3.969697,2.157615,5.484849,2.412483,5.375,2.574691,3.483871,1.58894,6.096774,2.285532,4.258065,2.449051
Galgen,2.803279,2.767789,5.822581,2.645901,1.571429,0.85599,14,6,2,3.096774,2.936606,5.09375,2.866485,1.625,0.870669,2.5,2.596417,6.6,2.175094,1.516129,0.851311
Galle,3.859375,2.014765,4.507937,2.638872,3.206349,2.54101,15,5,2,3.939394,2.149701,4.53125,2.850969,3,2.514474,3.774194,1.892259,4.483871,2.447733,3.419355,2.591964
Gang,5.140625,0.973738,2.483871,1.853149,4.126984,2.779487,10,4,1,5.30303,1.015038,2.451613,2.01393,4.40625,2.686398,4.967742,0.912282,2.516129,1.710185,3.83871,2.887869
Garn,5.234375,0.583971,2.098361,1.84124,2.015873,1.736627,15,4,1,5.181818,0.527645,2.354839,2.05829,1.65625,1.124776,5.290323,0.642576,1.833333,1.5775,2.387097,2.155264
Gasse,5,1.221501,2.951613,2.052008,3.048387,2.271906,13,5,2,5,1.198958,2.677419,2.150769,2.967742,2.287413,5,1.264911,3.225807,1.944388,3.129032,2.291171
Gatte,5.65625,1.565691,3.983871,2.446087,4.145161,2.578898,13,5,2,5.757576,1.601373,4,2.695676,4.6875,2.775904,5.548387,1.545719,3.967742,2.213352,3.566667,2.254243
Gebäck,6.0625,1.717094,3.234375,2.180303,2,1.305725,14,6,2,6,1.63936,3.666667,2.419539,1.78125,0.941323,6.129032,1.821024,2.774194,1.820434,2.233333,1.590561
Gebälk,5.046875,1.338439,2.555556,1.775985,3.129032,2.272313,15,6,2,4.878788,1.317137,2.78125,2.090445,3.419355,2.446415,5.225807,1.359159,2.322581,1.375672,2.83871,2.083215
Gebiet,4.953125,0.785376,2.145161,1.607837,4.714286,2.819452,9,6,2,4.909091,0.84275,2.419355,1.979465,4.75,2.805525,5,0.730297,1.870968,1.087564,4.677419,2.879666
Gebiss,4.21875,1.24044,3.4375,2.076895,1.698413,1.252545,16,6,2,4.30303,1.185455,3.272727,1.956922,1.8125,1.468761,4.129032,1.310011,3.612903,2.216264,1.580645,0.992445
Gebrauch,5.03125,0.975392,2.301587,1.85468,6.888889,1.960177,11,8,2,5.030303,1.015038,2.4375,2.139302,7.09375,1.855408,5.032258,0.948116,2.16129,1.529636,6.677419,2.071828
Gebrüll,3.859375,1.815867,6,2.039297,5.15873,2.665226,14,7,2,3.757576,1.968983,6.030303,2.083939,5.59375,2.600985,3.967742,1.663007,5.967742,2.02458,4.709677,2.698068
Geburt,6.53125,2.189214,5.396825,2.802877,3.634921,2.503556,11,6,2,6.848485,2.166812,5.875,2.697071,3.53125,2.552474,6.193548,2.197261,4.903226,2.867692,3.741936,2.489548
Gebüsch,5.40625,1.079664,2.790323,1.820981,2.063492,1.468739,13,7,2,5.424242,1.14647,2.59375,1.864081,2,1.64611,5.387097,1.022331,3,1.781127,2.129032,1.284314
Gedärm,3.539683,2.298845,5.78125,2.503767,3.603175,2.446457,17,6,2,3.575758,2.586386,6.030303,2.603902,3.75,2.552671,3.5,1.978331,5.516129,2.406532,3.451613,2.364159
Gedicht,6.333333,2.032002,4.634921,2.522809,3.777778,2.523723,11,7,2,6.363636,2.04356,4.84375,2.579189,3.90625,2.569792,6.3,2.053592,4.419355,2.486955,3.645161,2.510623
Geduld,5.875,2.207491,4.015873,2.217904,7.354839,2.065301,11,6,2,5.939394,2.357692,4.1875,2.161802,7.625,1.621429,5.806452,2.072347,3.83871,2.296327,7.066667,2.448551
Gefahr,3.828125,2.31321,7,2.054805,6.983871,2.213905,8,6,2,3.909091,2.441358,7.030303,2.404226,7.28125,1.853234,3.741936,2.205565,6.967742,1.64284,6.666667,2.537081
Gefühl,6.516129,2.245155,7,2.278936,7.919355,2.026856,9,6,2,6.53125,2.602534,7.090909,2.516988,8.34375,1.75259,6.5,1.833595,6.9,2.023142,7.466667,2.224214
Geheul,3.59375,2.068039,5.31746,2.347445,6.142857,2.381766,15,6,2,3.606061,2.164189,5.333333,2.393568,6.8125,1.958233,3.580645,1.996233,5.3,2.336369,5.451613,2.605618
Geier,4.25,1.885618,3.83871,2.334303,1.666667,1.295152,14,5,2,4.030303,1.87891,3.806452,2.301005,1.625,1.157026,4.483871,1.895098,3.870968,2.404744,1.709677,1.442071
Geilheit,4.890625,2.19029,7.03125,1.708696,7.774194,1.731287,16,8,2,4.484849,2.223753,6.515152,2.001893,8.0625,1.045343,5.322581,2.10376,7.580645,1.118755,7.466667,2.224214
Geisel,2.857143,2.64488,6.460318,2.298845,4,2.61145,13,6,2,2.848485,2.705564,6.363636,2.205365,4.75,2.782433,2.866667,2.622625,6.566667,2.430884,3.2,2.18774
Geiz,3.328125,2.261161,5.222222,2.296171,7.555556,2.069578,15,4,1,3.424242,2.525251,5.393939,2.384054,7.6875,1.767767,3.225807,1.978378,5.033333,2.220334,7.419355,2.363249
Gelenk,5.0625,0.940702,2.52381,1.982644,1.777778,1.142217,15,6,2,5.181818,0.808337,2.40625,1.948687,1.84375,1.194325,4.935484,1.062559,2.645161,2.042032,1.709677,1.101319
Gemächt,5.03125,1.661599,5.095238,2.512641,3.301587,2.531319,17,7,2,4.818182,1.666856,4.53125,2.527071,3.53125,2.59011,5.258065,1.652629,5.677419,2.399821,3.064516,2.489116
Gemahl,5.75,1.708987,3.984127,2.331358,4.349206,2.640618,13,6,2,5.909091,1.665151,4.060606,2.207082,4.1875,2.620484,5.580645,1.765865,3.9,2.496204,4.516129,2.69408
Genie,6.854839,2.610488,6.5625,2.416051,6.725807,2.618781,12,5,2,6.6875,2.71718,6.181818,2.651115,7.5,1.91766,7.033333,2.525502,6.967742,2.105293,5.9,3.02119
Genuss,6.467742,2.634685,6.453125,2.260283,7.193548,2.331809,12,6,2,6.40625,2.637929,6.545455,2.166375,7.375,2.151519,6.533333,2.674701,6.354839,2.388143,7,2.532547
Gepäck,5.234375,1.243934,2.693548,1.842919,2.571429,2.168055,12,6,2,5.242424,1.299767,2.774194,2.140244,2.5625,2.139302,5.225807,1.203043,2.612903,1.52047,2.580645,2.232699
Gesang,6.174603,2.196329,4.951613,2.452349,4.888889,2.788867,11,6,2,6.575758,2.332251,5.967742,2.373238,4.90625,2.763347,5.733333,1.981524,3.935484,2.112431,4.870968,2.860559
Geschenk,6.33871,2.239317,4.171875,2.387498,3.666667,2.735667,12,8,2,6.28125,2.385905,4.181818,2.57942,3.5625,2.687336,6.4,2.110728,4.16129,2.207514,3.774194,2.825004
Geschrei,3.640625,2.372911,6.571429,2.298066,5.968254,2.651647,12,8,2,3.484849,2.438253,6.787879,2.246631,6.4375,2.408821,3.806452,2.329798,6.333333,2.368374,5.483871,2.838673
Geschwür,3.206349,2.652806,5.921875,2.399105,3.33871,2.579513,16,8,2,3.21875,2.779352,5.939394,2.524126,3.5625,2.758418,3.193548,2.561502,5.903226,2.30007,3.1,2.397556
Gesicht,6.063492,1.891177,4.1875,2.422612,2.225807,1.787198,8,7,2,5.8125,2.007044,3.69697,2.098881,2.21875,1.995711,6.322581,1.758543,4.709677,2.660746,2.233333,1.568732
Gespött,3.396825,2.188973,5.625,2.074027,6.66129,2.38811,15,7,2,3.5625,2.381887,5.69697,2.083939,7.375,1.718026,3.225807,1.995155,5.548387,2.095053,5.9,2.771157
Gestank,3.126984,2.465845,5.825397,2.21825,5.650794,2.736602,14,7,2,3.25,2.676059,6.09375,2.319057,6.6875,2.388649,3,2.265686,5.548387,2.110904,4.580645,2.692882
Getier,4.380952,1.790914,4.546875,2.672195,4.015873,2.808352,15,6,2,4.181818,2.0226,5.151515,2.587484,4.125,2.915476,4.6,1.499425,3.903226,2.650218,3.903226,2.736845
Getränk,5.619048,1.895909,3.836066,2.153914,2.737705,2.136209,13,7,2,5.34375,2.041653,3.83871,2.130677,2.5625,1.882646,5.903226,1.71959,3.833333,2.214114,2.931035,2.404327
Gewalt,2.936508,2.626619,7.015873,2.098326,6.770492,2.519216,8,6,2,3.09375,2.763347,6.75,2.540003,7.375,1.809473,2.774194,2.512763,7.290323,1.509825,6.103448,3.015967
Gewand,5.671875,1.26057,3.421875,2.188024,2.903226,2.215517,12,6,2,5.787879,1.08275,3.606061,2.397126,2.875,2.16646,5.548387,1.433846,3.225807,1.961457,2.933333,2.303421
Gewinn,6.265625,2.132457,5.4375,2.648,6.177419,2.688922,9,6,2,6.151515,2.152342,5.636364,2.713602,6.40625,2.499798,6.387097,2.139742,5.225807,2.603967,5.933333,2.899861
Gewühl,3.953125,1.758694,5,2.353929,5.66129,2.579513,14,6,2,3.757576,1.837633,4.90625,2.493338,6.322581,2.413671,4.16129,1.675247,5.1,2.233754,5,2.607681
Gewürm,3.515625,2.274721,5.147541,2.535324,4.126984,2.714906,17,6,2,3.454546,2.623105,5.935484,2.542118,4.375,2.882092,3.580645,1.875708,4.333333,2.294421,3.870968,2.552671
Gezänk,3.328125,2.047489,5.0625,2.455153,6.984127,2.105998,15,6,2,3.272727,2.183357,5.242424,2.525251,7.1875,1.839311,3.387097,1.926611,4.870968,2.404744,6.774194,2.362339
Ghetto,3.28125,2.547758,6.40625,1.989805,4.507937,2.435444,13,6,2,3.393939,2.6213,6.060606,2.120427,4.625,2.36575,3.16129,2.504619,6.774194,1.80203,4.387097,2.538732
Giebel,4.828125,0.679745,2.387097,1.95318,2.460318,2.153957,14,6,2,4.757576,0.662868,2.290323,2.019795,2.53125,2.184762,4.903226,0.70023,2.483871,1.912607,2.387097,2.155264
Gier,3.126984,2.702998,5.333333,2.375955,7.564516,2.280502,13,4,1,3.0625,2.781709,5.545455,2.180753,8.1875,1.533234,3.193548,2.663574,5.1,2.591099,6.9,2.746157
Gift,3.390625,2.32732,6.52381,2.284994,4.190476,2.717074,12,4,1,3.393939,2.37091,6.375,2.379347,4.5,2.983827,3.387097,2.319158,6.677419,2.211894,3.870968,2.418566
Gipfel,5.640625,1.440538,3.714286,2.611566,2.147541,1.711102,10,6,2,5.575758,1.732598,3.969697,2.833779,1.96875,1.713031,5.709677,1.070624,3.433333,2.358891,2.344828,1.717054
Glanz,5.90625,1.788133,3.984375,2.134317,6.333333,2.540003,11,5,1,5.909091,1.909902,4.424242,2.345612,6.28125,2.642511,5.903226,1.680374,3.516129,1.805011,6.387097,2.472211
Glas,5.203125,1.382196,2.387097,1.777407,1.507937,0.913572,10,4,1,5.060606,1.498737,2.4375,1.916608,1.5625,1.105339,5.354839,1.252954,2.333333,1.647011,1.451613,0.675214
Glaube,5.952381,2.239157,4.564516,2.287679,8.048387,1.768832,12,6,2,6.454546,2.306118,4.40625,2.339829,8.4375,0.913607,5.4,2.061135,4.733333,2.258064,7.633333,2.31164
Gleis,4.84375,0.946485,2.258065,1.764267,1.548387,0.986423,13,5,1,4.69697,0.951474,2.516129,2.204102,1.354839,0.754912,5,0.930949,2,1.154701,1.741936,1.153769
Glied,5.390625,1.569725,6.142857,2.474757,2.031746,1.674941,13,5,1,5.272727,1.58652,5.65625,2.56036,2.40625,2.107734,5.516129,1.567822,6.645161,2.317303,1.645161,0.950382
Glitzer,5.52381,1.501152,3.83871,2.327269,3.460318,2.249196,16,7,2,5.84375,1.37041,4.09375,2.360418,3.15625,2.096224,5.193548,1.579438,3.566667,2.299675,3.774194,2.390393
Glück,6.96875,2.736982,7.359375,2.080653,8.241936,1.789638,8,5,1,6.909091,2.972411,7.333333,2.533114,8.59375,1.011526,7.032258,2.509766,7.387097,1.498386,7.866667,2.315366
Gold,6.063492,2.146813,4.555556,2.582683,1.968254,1.469784,9,4,1,5.939394,2.105638,4.15625,2.640984,2.125,1.736701,6.2,2.21904,4.967742,2.496449,1.806452,1.137815
Golf,5.171875,1.202573,2.476191,1.990762,3.032258,2.381402,10,4,1,5.090909,1.100103,2.4375,2.154328,3.40625,2.588553,5.258065,1.315744,2.516129,1.841575,2.633333,2.108821
Gondel,5.5,1.247219,3.459016,2.291824,2.142857,1.702533,14,6,2,5.454546,1.325021,3.4375,2.474874,1.96875,1.513048,5.548387,1.178663,3.482759,2.114925,2.322581,1.886568
Göre,3.96875,1.868441,5.28125,2.360177,4.698413,2.667819,16,4,2,4.121212,1.89996,5.060606,2.448716,4.90625,2.692395,3.806452,1.851474,5.516129,2.278464,4.483871,2.669219
Grab,3.507937,2.461792,6.09375,2.549315,2.412698,2.044938,11,4,1,3.40625,2.686398,6.030303,2.78932,2.3125,2.007044,3.612903,2.246144,6.16129,2.310798,2.516129,2.111413
Graphik,5.793651,1.567397,2.857143,2.270833,3.507937,2.313167,14,7,2,5.40625,1.603612,2.575758,2.291701,3.5625,2.28512,6.193548,1.447282,3.166667,2.245046,3.451613,2.378217
Gras,5.59375,1.46622,3.190476,2.326961,1.380952,0.633184,11,4,1,5.545455,1.501893,2.84375,2.20131,1.34375,0.601577,5.645161,1.45025,3.548387,2.433635,1.419355,0.672022
Grazie,6.428571,2.107699,5.03125,2.267568,6.396825,2.524331,14,6,2,6.424242,2.046801,4.606061,2.37091,6.96875,2.132458,6.433333,2.207875,5.483871,2.095566,5.806452,2.785909
Grind,4.140625,1.833266,4.225807,2.563421,2.809524,1.990762,17,5,1,4.242424,2.121767,3.96875,2.571361,3.21875,2.392655,4.032258,1.494074,4.5,2.569718,2.387097,1.382689
Grinsen,6.269841,2.111461,5.65625,2.132282,4.984127,2.708958,13,7,2,6.15625,2.424464,5.636364,2.434366,4.875,2.536826,6.387097,1.764037,5.677419,1.796053,5.096774,2.913816
Grübchen,6.225807,1.712245,4.203125,2.364954,2.698413,1.947993,17,8,2,6.28125,1.921598,4.060606,2.26301,2.75,2,6.166667,1.487496,4.354839,2.49731,2.645161,1.924377
Gruft,3.730159,2.215825,5.421875,2.342192,2.206349,1.647664,14,5,1,3.65625,2.417802,5.575758,2.462599,2.0625,1.318296,3.806452,2.023518,5.258065,2.235587,2.354839,1.941621
Gründer,5.84375,1.237236,3.174603,2.359194,4.904762,2.686371,11,7,2,5.424242,1.000947,2.8125,2.347786,5.34375,2.597882,6.290323,1.321452,3.548387,2.350017,4.451613,2.742732
Gruppe,5.390625,1.43225,3.359375,2.242215,4.095238,2.55718,8,6,2,5.363636,1.496207,3.030303,2.113718,4.3125,2.681327,5.419355,1.38502,3.709677,2.355045,3.870968,2.445975
Gunst,6.174603,1.631739,3.609375,2.272103,7.435484,1.770625,12,5,1,6.212121,1.709488,3.787879,2.381669,7.71875,1.507709,6.133333,1.569831,3.419355,2.17216,7.133333,1.995397
Güte,6.365079,2.216519,5.126984,2.48539,7.596774,1.787568,12,4,2,6.30303,2.242834,4.9375,2.577039,7.84375,1.547305,6.433333,2.223438,5.322581,2.413671,7.333333,2.005739
Hafen,5.650794,1.770354,2.968254,2.08658,2.016393,1.60719,11,5,2,5.625,1.809473,3.34375,2.294585,1.71875,1.32554,5.677419,1.758543,2.580645,1.803223,2.344828,1.83762
Hai,4.328125,1.737127,5.734375,2.351914,1.580645,1.094673,14,3,1,4.030303,1.380327,5.69697,2.378088,1.65625,1.334635,4.645161,2.025642,5.774194,2.362339,1.5,0.776819
Hälfte,5.125,0.806718,2.47541,1.831271,5.031746,2.69389,8,6,2,5,0.707107,2.580645,1.893395,5.375,2.648798,5.258065,0.893224,2.366667,1.79046,4.677419,2.737238
Hammer,4.90625,1.122904,3.048387,2.27911,1.209677,0.483739,11,6,2,4.818182,1.130668,3.064516,2.448612,1.258065,0.575485,5,1.125463,3.032258,2.136725,1.16129,0.373878
Handel,5.265625,1.224644,2.704918,1.935151,5.516129,2.702409,9,6,2,4.878788,0.892944,2.548387,2.062987,5.75,2.602728,5.677419,1.399693,2.866667,1.814374,5.266667,2.827614
Handlung,5.112903,0.9427,3,1.909231,6.612903,2.397778,11,8,2,5.21875,0.97499,3.03125,2.055431,6.71875,2.246637,5,0.909718,2.967742,1.779211,6.5,2.583102
Harem,4.953125,2.058121,5.140625,2.474423,4.190476,2.614211,15,5,2,4.212121,1.798569,4.424242,2.332251,4.71875,2.605631,5.741936,2.048865,5.903226,2.426999,3.645161,2.550142
Härte,4.59375,1.874802,4.15625,2.324601,6.483871,2.494203,11,5,2,4.484849,1.938447,4.121212,2.246631,7.40625,1.811422,4.709677,1.829272,4.193548,2.441575,5.5,2.763681
Häscher,3.625,1.847349,4.758065,2.61575,5.870968,2.551013,16,7,2,3.636364,1.850983,4.34375,2.622599,5.8125,2.644989,3.612903,1.873987,5.2,2.578425,5.933333,2.490442
Hass,3.142857,2.54544,7.40625,2.037106,7.887097,1.865167,12,4,1,3.125,2.732717,7.212121,2.407768,8.34375,1.310242,3.16129,2.381831,7.612903,1.563701,7.4,2.23761
Hast,3.84375,2.001735,5.539683,2.551568,7.412698,1.914587,11,4,1,3.848485,2.137774,5.818182,2.270112,7.75,1.481063,3.83871,1.881432,5.233333,2.836746,7.064516,2.24997
Hauch,5.828125,1.723366,3.859375,2.287767,5.870968,2.837015,12,5,1,5.969697,1.928161,4.090909,2.56617,6.65625,2.695389,5.677419,1.491914,3.612903,1.960908,5.033333,2.785224
Haut,5.796875,1.393633,4.34375,2.49583,2.301587,1.747209,10,4,1,5.939394,1.498737,3.909091,2.719876,2.25,1.367833,5.645161,1.279281,4.806452,2.182038,2.354839,2.090429
Hecke,5.09375,1.019162,2.412698,1.455079,1.790323,1.229915,14,5,2,5.060606,1.197377,2.5625,1.721543,1.5625,0.800705,5.129032,0.805892,2.258065,1.124507,2.033333,1.542129
Heft,5,0.534523,1.786885,1.592846,1.587302,1.10183,11,4,1,5.060606,0.348155,1.967742,2.02458,1.4375,0.840027,4.935484,0.679975,1.6,0.968468,1.741936,1.315744
Hefter,5.078125,0.571955,1.984127,1.699071,1.854839,1.35316,17,6,2,5.060606,0.496198,2.28125,2.246637,1.6875,1.255633,5.096774,0.650889,1.677419,0.747757,2.033333,1.449931
Hehler,3.365079,2.20923,5.28125,2.528999,5.016129,2.589335,16,6,2,3.34375,2.390969,5.030303,2.651472,5.53125,2.627207,3.387097,2.044137,5.548387,2.406086,4.466667,2.47377
Heil,5.52381,1.634873,4.790323,2.593416,7.435484,1.904447,12,4,1,5.606061,1.579941,4.5,2.462624,7.84375,1.272776,5.433333,1.715715,5.1,2.733572,7,2.348881
Heilung,6.40625,2.090939,4.650794,2.572552,6.52381,2.507133,13,7,2,6.272727,2.183357,4.65625,2.56036,6.96875,2.162501,6.548387,2.01393,4.645161,2.627399,6.064516,2.780114
Heimat,5.857143,2.235037,5.671875,2.513801,7.693548,2.139317,9,6,2,5.8125,2.161802,5.939394,2.633194,8.0625,1.721543,5.903226,2.343144,5.387097,2.389943,7.3,2.479572
Hektik,3.677419,2.22338,6.063492,2.206099,7.428571,1.989604,12,6,2,3.515152,1.970425,6.212121,2.260497,7.34375,2.073012,3.862069,2.5032,5.9,2.171127,7.516129,1.929956
Held,6.578125,2.287334,5.765625,2.518139,5.612903,2.801375,10,4,1,6.333333,2.25924,5.090909,2.590411,6.21875,2.511064,6.83871,2.325178,6.483871,2.263787,4.966667,2.988291
Helfer,6.66129,2.475742,4.571429,2.600957,4.714286,2.696644,10,6,2,6.612903,2.538732,4.424242,2.646109,4.71875,2.666814,6.709677,2.452122,4.733333,2.585548,4.709677,2.771204
Hemd,5.125,1.031258,2.587302,1.828404,1.66129,1.11537,12,4,1,4.939394,0.826869,2.71875,2.217735,1.5625,0.913607,5.322581,1.194071,2.451613,1.337628,1.766667,1.304722
Hengst,5.453125,1.413424,4.285714,2.445724,2.209677,1.784607,13,6,1,5.454546,1.602555,3.78125,2.10582,2.21875,1.408142,5.451613,1.206613,4.806452,2.688486,2.2,2.139932
Henkel,4.890625,0.856667,1.885246,1.613468,1.580645,1.033035,11,6,2,4.939394,0.555619,1.935484,1.982179,1.34375,0.653002,4.83871,1.098386,1.833333,1.147211,1.833333,1.288767
Henker,2.96875,2.403495,6.587302,2.499257,3.333333,2.501612,13,6,2,3.030303,2.543188,5.969697,2.811637,3.625,2.697071,2.903226,2.285532,7.266667,1.928611,3.032258,2.287413
Herkunft,5.444444,1.542702,2.84375,1.945436,6.516129,2.597237,10,8,2,5.53125,1.626085,2.939394,2.045413,7.25,2.24327,5.354839,1.473056,2.741936,1.861321,5.733333,2.753472
Herpes,3.269841,2.49649,5.507937,2.663208,2.968254,2.184758,17,6,2,3.21875,2.732533,5.69697,2.480988,3.46875,2.663788,3.322581,2.271374,5.3,2.878577,2.451613,1.410407
Herz,6.390625,2.112827,6.209677,2.477023,2.177419,1.868849,9,4,1,6.545455,2.278855,5.75,2.627399,2.3125,2.146828,6.225807,1.944388,6.7,2.246069,2.033333,1.542129
Hetze,3.349206,2.301183,6.142857,2.263719,7.241936,1.84378,14,5,2,3.40625,2.339829,5.454546,2.562846,7.4375,1.644885,3.290323,2.297732,6.9,1.604949,7.033333,2.042367
Hilfe,5.737705,2.272309,4.65625,2.262312,6.761905,2.269818,8,5,2,5.548387,2.321475,4.545455,2.31963,7.03125,2.055431,5.933333,2.242741,4.774194,2.231736,6.483871,2.474819
Himmel,6.78125,2.393568,5.15625,2.4314,4.177419,2.989184,9,6,2,6.727273,2.741723,5.363636,2.522625,4.6875,3.042044,6.83871,2.001612,4.935484,2.351389,3.633333,2.882568
Hintern,5.84127,2.088419,6.71875,2.003717,2.031746,1.343662,13,7,2,5.242424,2.136444,5.787879,2.147056,2.09375,1.48887,6.5,1.852305,7.709677,1.243478,1.967742,1.19677
Hobby,6.25,1.984064,4.126984,2.75032,7.206349,1.705387,12,5,2,6,2.136001,3.909091,2.742759,7.3125,1.424158,6.516129,1.805011,4.366667,2.785224,7.096774,1.97239
Hochzeit,6.476191,2.313057,5.234375,2.598792,4.048387,2.859711,11,8,2,6.375,2.33832,5.69697,2.615875,3.516129,2.718713,6.580645,2.320549,4.741936,2.529397,4.580645,2.941362
Hocker,5.015625,0.453984,2.016129,1.541682,1.483871,0.82466,14,6,2,5.090909,0.458506,1.903226,1.64022,1.46875,0.949851,4.935484,0.442379,2.129032,1.454692,1.5,0.682288
Hoden,4.875,1.898203,5.873016,2.43292,1.322581,0.59435,15,5,2,4.454546,1.769373,5.69697,2.256724,1.40625,0.712079,5.322581,1.955967,6.066667,2.638356,1.233333,0.430183
Hoffnung,7.0625,2.724813,5.31746,2.367968,8.33871,1.172689,8,8,2,7.121212,2.792373,5.875,2.296561,8.3125,1.468761,7,2.695676,4.741936,2.337631,8.366667,0.764891
Hohn,3.634921,2.288129,4.5625,2.389627,7.746032,1.513043,13,4,1,3.5625,2.408821,4.69697,2.555446,8.0625,0.981687,3.709677,2.193833,4.419355,2.232699,7.419355,1.875708
Hölle,3,2.71003,6.555556,2.421528,6.774194,2.601509,11,5,2,2.96875,2.833946,6.4375,2.577039,7.375,1.963374,3.033333,2.619336,6.677419,2.286002,6.133333,3.048271
Holz,5.34375,1.311957,2.253968,1.822514,2.063492,1.584939,10,4,1,5.333333,1.450575,2.375,2.12132,1.84375,1.588454,5.354839,1.170424,2.129032,1.477429,2.290323,1.574665
Honig,6.015625,2.178482,4.238095,2.512641,1.709677,1.35969,13,5,2,6.060606,2.164189,4.65625,2.457502,1.875,1.699146,5.967742,2.228361,3.806452,2.535342,1.533333,0.860366
Horror,3.365079,2.62925,6.96875,2.14527,7.725807,1.590642,13,6,2,2.90625,2.751649,7.030303,2.256724,8.0625,1.242721,3.83871,2.450806,6.903226,2.055154,7.366667,1.847334
Hose,5.21875,1.030776,2.640625,2.095855,1.793651,1.59797,12,4,2,5.151515,1.064225,2.272727,2.065683,1.9375,1.899703,5.290323,1.006431,3.032258,2.0894,1.645161,1.226061
Hotel,5.453125,1.446723,3.258065,2.246567,2.33871,1.999537,9,5,2,5.060606,1.579941,3.6875,2.442071,2.3125,2.085859,5.870968,1.175923,2.8,1.954658,2.366667,1.93842
Hüfte,5.828125,1.363407,4.253968,2.382519,1.984127,1.325824,13,5,2,5.515152,1.325736,4.090909,2.492033,1.90625,1.422387,6.16129,1.344043,4.433333,2.284631,2.064516,1.23654
Humor,6.857143,2.687229,6.125,2.264285,7.854839,1.412436,11,5,2,6.606061,2.760654,6.030303,2.242834,8.0625,1.216486,7.133333,2.622625,6.225807,2.319622,7.633333,1.586219
Hure,3.555556,2.538591,6.609375,2.401172,4.222222,2.491563,13,4,2,3.25,2.423008,5.454546,2.646825,4.75,2.577821,3.870968,2.655082,7.83871,1.267459,3.677419,2.314982
Husten,3.953125,1.872353,4.15625,2.124825,4.206349,2.765914,14,6,2,4.151515,1.954501,4.121212,2.117746,4.75,2.851146,3.741936,1.788253,4.193548,2.166708,3.645161,2.601902
Hut,5.390625,1.03306,2.344262,1.922544,1.444444,0.8758,11,3,1,5.424242,1.090593,2.419355,1.996233,1.46875,0.983226,5.354839,0.984831,2.266667,1.874205,1.419355,0.764818
Hütte,5.28125,1.396921,2.492064,1.958217,1.698413,1.186414,11,5,2,5.151515,1.39466,2.84375,2.315577,1.59375,0.874712,5.419355,1.408881,2.129032,1.454692,1.806452,1.447282
Hymne,5.765625,1.941544,4.1875,2.435681,5.129032,2.748972,13,5,2,5.939394,1.853028,3.757576,2.512846,5.625,2.685084,5.580645,2.045714,4.645161,2.302873,4.6,2.761809
Idol,5.921875,1.793327,5.580645,2.206907,6.612903,2.438455,13,4,2,5.818182,1.722182,5.46875,2.396023,7.125,2.12132,6.032258,1.888277,5.7,2.01973,6.066667,2.664367
Import,5.109375,0.81877200000000006,2.322581,1.762768,5.952381,2.732295,12,6,2,4.878788,0.73983,2.193548,1.939405,6.40625,2.538216,5.354839,0.838586,2.451613,1.588263,5.483871,2.885261
Infarkt,3.109375,2.539324,6.885246,2.129932,4.571429,2.849529,15,7,2,3.333333,2.711857,6.419355,2.432751,4.78125,2.859443,2.870968,2.362794,7.366667,1.670914,4.354839,2.869941
Inhalt,5.140625,0.989904,2.131148,1.687952,6.571429,2.353544,10,6,2,5.121212,0.892944,2.258065,2.016065,6.46875,2.4228,5.16129,1.098386,2,1.286535,6.677419,2.314982
Inzest,2.793651,2.476722,6.129032,2.30099,6.451613,2.702018,15,6,2,2.818182,2.555075,5.96875,2.546147,7,2.170179,2.766667,2.430884,6.3,2.036732,5.866667,3.104317
Inzucht,2.609375,2.658423,6.09375,2.635043,6.571429,2.63178,16,7,2,2.606061,2.749311,4.969697,2.82273,7.15625,2.171804,2.612903,2.603554,7.290323,1.792457,5.967742,2.949394
Irrer,3.444444,2.085107,6.140625,2.245752,5.793651,2.349734,17,5,2,3.625,2.225222,5.818182,2.242411,6.09375,2.276944,3.258065,1.948807,6.483871,2.234144,5.483871,2.420344
Irrsinn,3.9375,1.934441,5.539683,2.354306,7.419355,1.815673,14,7,2,4.181818,1.975705,5.272727,2.440194,7.875,1.237844,3.677419,1.886568,5.833333,2.260353,6.933333,2.19613
Jacke,4.90625,0.903586,2.096774,1.870475,1.5,0.762868,12,5,2,4.727273,0.6742,2.03125,2.0238,1.5,0.762001,5.096774,1.075634,2.166667,1.723736,1.5,0.776819
