word_german,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,frequency,length,syllables,valence_mean_female,valence_sd_female,arousal_mean_female,arousal_sd_female,concrete_mean_female,concrete_sd_female,valence_mean_male,valence_sd_mean,arousal_mean_male,arousal_sd_mean,concrete_mean_male,concrete_sd_male
Lust,6.403226,2.052265,6.857143,2.368184,7.809524,1.82153,9,4,1,6.125,2.196038,6.727273,2.577217,8.28125,1.113969,6.7,1.878187,7,2.149579,7.322581,2.256651
Lüstling,4.671875,2.167983,7.047619,1.852884,5.428571,2.56348,18,8,2,4.060606,2.060634,6.818182,2.083485,5.71875,2.358709,5.322581,2.119546,7.3,1.556964,5.129032,2.765766
Luxus,6.206349,2.156451,5.31746,2.421845,6.967742,2.648648,11,5,2,6.242424,2.136444,5.21875,2.282251,7.21875,2.708819,6.166667,2.214114,5.419355,2.591964,6.7,2.601724
Macke,4.484375,1.661823,5.046875,2.148678,6.467742,2.634685,15,5,2,4.393939,1.853028,4.757576,2.000473,6.96875,2.334653,4.580645,1.455431,5.354839,2.288353,5.933333,2.863966
Made,3.671875,2.204287,4.734375,2.589614,2.095238,1.662822,15,4,2,3.606061,2.304064,5.212121,2.570963,2.0625,1.625155,3.741936,2.128658,4.225807,2.55225,2.129032,1.727077
Magen,4.828125,1.000868,3.140625,2.280819,2.031746,1.596046,12,5,2,4.69697,0.918043,2.606061,1.9193,2.28125,2.019811,4.967742,1.079626,3.709677,2.519174,1.774194,0.956022
Magie,6.126984,2.12885,6.03125,2.606273,7.612903,2.01921,13,5,2,6.151515,2.195467,6.242424,2.784222,8,1.545023,6.1,2.090207,5.806452,2.427885,7.2,2.383854
Maid,5.859375,1.5104629999999999,3.75,2.390457,3.587302,2.32542,16,4,1,5.30303,1.211529,3,2.09165,3.90625,2.467327,6.451613,1.588263,4.548387,2.460877,3.258065,2.159749
Mais,5.4375,1.258306,2.322581,1.956697,1.467742,0.824179,13,4,1,5.333333,1.406829,2.4375,2.27096,1.34375,0.545325,5.548387,1.090526,2.2,1.584407,1.6,1.037238
Maler,5.857143,1.255403,3.650794,2.215479,3.492064,2.448654,10,5,2,5.848485,1.460334,4,2.286002,3.75,2.577821,5.866667,1.008014,3.290323,2.116499,3.225807,2.319622
Mama,6.333333,2.429656,6.171875,2.250606,3.222222,2.660611,11,4,2,6.212121,2.712904,6.272727,2.308581,3.25,2.663977,6.466667,2.112905,6.064516,2.220142,3.193548,2.700856
Manie,4.171875,2.035827,4.539683,2.513354,8.112903,1.483293,16,5,2,4.151515,2.032874,4.848485,2.513976,8.1875,1.330474,4.193548,2.072347,4.2,2.510667,8.033333,1.650148
Mantel,5.25,1.038925,2.365079,1.816604,1.693548,1.421021,11,6,2,5.424242,1.14647,2.53125,2.031754,1.71875,1.570584,5.064516,0.89202,2.193548,1.579438,1.666667,1.268541
Märchen,6.28125,2.058423,3.875,2.185813,5.677419,2.708664,11,7,2,6.363636,2.233526,4.515152,2.237761,6.40625,2.39434,6.193548,1.887138,3.193548,1.939405,4.9,2.844838
Markt,5.412698,1.455079,2.650794,1.850534,3.31746,2.291819,8,5,1,5.375,1.431219,2.6875,2.101267,3.21875,2.239447,5.451613,1.50197,2.612903,1.584875,3.419355,2.377312
Masseur,6.190476,1.916458,6.349206,2.363422,3.412698,2.492796,14,7,2,6.090909,2.082121,6.272727,2.452967,3.53125,2.449284,6.3,1.744943,6.433333,2.299675,3.290323,2.571557
Mast,4.734375,1.503881,2.516129,2.006072,2.774194,2.438888,14,4,1,4.545455,1.602555,2.645161,2.009119,3.46875,2.972827,4.935484,1.388896,2.387097,2.027764,2.033333,1.401559
Maul,3.953125,1.880811,4.730159,2.695315,2.714286,1.887382,12,4,1,3.878788,1.916337,4.25,2.527271,2.4375,1.625155,4.032258,1.870541,5.225807,2.813179,3,2.113449
Meer,6.451613,2.413605,5.428571,2.716225,2.253968,2.078835,10,4,1,6.375,2.624328,5.34375,2.742843,2.4375,2.139302,6.533333,2.208656,5.516129,2.730946,2.064516,2.032002
Mehl,5.015625,0.629744,1.790323,1.670742,1.492064,1.203128,13,4,1,5.060606,0.658568,1.9375,2.015064,1.34375,0.787375,4.967742,0.604642,1.633333,1.217214,1.645161,1.517638
Memme,3.796875,1.961371,5.59375,2.293668,5.698413,2.427231,17,5,2,3.787879,2.132451,5.606061,2.207082,6.375,2.181299,3.806452,1.796652,5.580645,2.419011,5,2.503331
Menü,5.666667,1.295152,3.274194,2.368989,4.746032,2.799587,13,4,2,5.5,1.502686,3.6875,2.428826,4.84375,2.874912,5.83871,1.035914,2.833333,2.260353,4.645161,2.763433
Metall,5.109375,1.114368,2.25,1.790628,2.306452,1.675168,12,6,2,4.939394,1.14399,2.212121,1.81586,2.46875,2.015815,5.290323,1.070624,2.290323,1.792457,2.133333,1.224276
Mief,3.71875,2.003717,5.046875,2.332855,6.666667,2.30007,15,4,1,3.787879,2.117746,4.939394,2.536476,7.03125,2.132458,3.645161,1.906976,5.16129,2.130677,6.290323,2.438491
Milben,3.71875,2.134142,4.03125,2.468653,2.15873,1.557566,16,6,2,3.969697,2.284251,4.484849,2.647183,2.4375,1.865433,3.451613,1.963648,3.548387,2.203614,1.870968,1.117794
Milde,5.84127,1.62844,4.112903,2.396068,7.460318,1.932952,13,5,2,5.875,1.791557,4.375,2.511265,7.84375,1.608634,5.806452,1.470133,3.833333,2.275557,7.064516,2.174634
Mist,3.734375,1.819142,5.349206,2.272974,3.032258,2.187653,13,4,1,3.939394,1.853028,5.28125,2.385905,3,2.366432,3.516129,1.786448,5.419355,2.187452,3.064516,2.032002
Mitte,5.095238,0.962428,2.68254,2.04644,5.725807,2.643702,8,5,2,5.121212,0.92728,2.46875,2.285782,5.84375,2.370645,5.066667,1.014833,2.903226,1.776792,5.6,2.943139
Moder,3.671875,2.116111,4.265625,2.533848,5.295082,2.812735,16,5,2,3.575758,2.236491,4.666667,2.700309,5.483871,2.706424,3.774194,2.011793,3.83871,2.310798,5.1,2.951914
Modul,4.984375,0.766194,2.380952,1.937978,5.322581,2.918422,14,5,2,4.878788,0.857233,2.25,2.063508,5.84375,2.952412,5.096774,0.650889,2.516129,1.823385,4.766667,2.824564
Moment,5.476191,1.268186,3.52381,2.422057,7.354839,2.450137,10,6,2,5.375,1.539795,4.28125,2.542977,7.8125,1.908174,5.580645,0.922829,2.741936,2.048865,6.866667,2.873582
Monat,5.238095,0.962428,2.129032,1.624443,5.492064,2.928575,9,5,2,5.242424,1.090593,2.09375,1.872714,6.15625,2.772089,5.233333,0.8172,2.166667,1.341212,4.806452,2.971188
Monster,3.857143,2.340783,5.952381,2.439121,4.952381,2.690656,12,7,2,3.78125,2.445989,5.969697,2.698204,4.875,2.485442,3.935484,2.2647369999999998,5.933333,2.164499,5.032258,2.926703
Monteur,4.765625,0.791667,2.492064,2.015048,3.333333,2.495157,15,7,2,4.606061,0.933387,2.40625,1.965171,3.5625,2.66322,4.935484,0.573613,2.580645,2.094026,3.096774,2.328874
Morast,3.734375,1.937452,4.40625,2.511679,3.888889,2.634211,15,6,2,3.515152,2.032874,4.818182,2.530496,3.75,2.70006,3.967742,1.834555,3.967742,2.456066,4.032258,2.601075
Mord,2.516129,2.867237,7.063492,2.577026,5.333333,3.192734,10,4,1,2.71875,3.029259,7.53125,2.396023,5.8125,2.97774,2.3,2.718392,6.580645,2.705232,4.83871,3.377344
Mörder,2.774194,2.76049,6.90625,2.635043,4.677419,2.756656,10,6,2,3.0625,2.906472,6.69697,2.994629,4.9375,2.746699,2.466667,2.609444,7.129032,2.217235,4.4,2.786668
Moschus,5.25,1.790628,3.6875,2.409472,3.730159,2.653095,17,7,2,5.272727,1.940888,4.242424,2.646109,4.09375,2.922211,5.225807,1.647416,3.096774,2.005905,3.354839,2.331643
Möse,4.365079,2.497105,6.84127,2.541313,2.573771,1.927512,18,4,2,3.6875,2.442071,5.71875,2.887508,2.96875,2.162501,5.064516,2.39354,8,1.414214,2.137931,1.552053
Mühle,5.21875,0.999504,2.344262,1.824694,1.532258,0.918262,12,5,2,5.181818,1.102683,2.677419,2.196772,1.40625,0.756024,5.258065,0.893224,2,1.286535,1.666667,1.061337
Müll,3.71875,2.104181,4.555556,2.305518,2.793651,1.935731,11,4,1,3.848485,2.320038,4.375,2.379347,2.59375,1.864081,3.580645,1.875708,4.741936,2.250448,3,2.016598
Mund,5.765625,1.823499,4.129032,2.51216,1.444444,0.946603,10,4,1,5.757576,2.062012,3.96875,2.334653,1.28125,0.581121,5.774194,1.564389,4.3,2.718392,1.612903,1.202149
Münze,5.460318,1.242077,2.83871,2.073988,1.380952,0.633184,13,5,2,5.393939,1.273268,2.83871,2.517893,1.375,0.609071,5.533333,1.224276,2.83871,1.551274,1.387097,0.667204
Murmel,5.285714,1.262723,2.301587,1.63268,2.095238,1.881268,17,6,2,5.125,1.099853,2.4375,1.882646,2.1875,1.958233,5.451613,1.410407,2.16129,1.344043,2,1.825742
Muschi,4.920635,2.238242,6.609375,2.251047,2.333333,1.665591,18,6,2,4.375,2.043874,6.060606,2.435921,2.71875,2.051504,5.483871,2.321938,7.193548,1.90472,1.935484,1.030711
Musik,6.703125,2.646829,6.129032,2.371165,5.396825,2.997524,8,5,2,6.636364,2.837452,5.903226,2.612213,6.21875,2.83679,6.774194,2.472646,6.354839,2.122081,4.548387,2.964667
Muskel,5.761905,1.410951,4.634921,2.665803,2.048387,1.603556,14,6,2,5.53125,1.367465,4.484849,2.599534,1.9375,1.389767,6,1.437591,4.8,2.771779,2.166667,1.821014
Mut,6.265625,2.205636,5.746032,2.455857,7.435484,2.207446,10,3,1,6.090909,2.227157,5.787879,2.558779,8.21875,1.039056,6.451613,2.203614,5.7,2.380235,6.6,2.774266
Mutant,4.375,1.972027,4.333333,2.341767,4.873016,2.708958,18,6,2,4.333333,1.931105,4.125,2.324484,5.1875,2.481382,4.419355,2.045714,4.548387,2.378217,4.548387,2.930742
Mütze,5.33871,0.922284,2.209677,1.59031,1.508197,1.0428,12,5,2,5.25,1.04727,2.40625,1.898376,1.387097,0.615219,5.433333,0.773854,2,1.17444,1.633333,1.351457
Mystik,5.730159,1.638315,4.90625,2.361858,7.887097,1.865167,14,6,2,5.909091,1.528145,5.181818,2.416797,8.28125,1.084625,5.533333,1.756433,4.612903,2.30474,7.466667,2.388671
Mythen,5.859375,1.467826,4.875,2.193063,7.919355,1.632642,12,6,2,5.727273,1.305582,5.272727,2.139987,8.21875,1.069651,6,1.632993,4.451613,2.203614,7.6,2.044336
Nacken,5.84375,1.673498,4.031746,2.389279,1.587302,1.026031,12,6,2,5.787879,1.634732,4.0625,2.626632,1.28125,0.522672,5.903226,1.738866,4,2.160247,1.903226,1.300124
Nadel,4.71875,1.090635,4.015625,2.439699,1.476191,0.858678,13,5,2,4.818182,1.236288,3.515152,2.251683,1.5,0.950382,4.612903,0.919327,4.548387,2.553934,1.451613,0.767625
Nähe,6.328125,2.108597,5.828125,2.394138,6.83871,2.20427,9,4,2,6.333333,2.174665,6.181818,2.416797,7.09375,2.248431,6.322581,2.071828,5.451613,2.350017,6.566667,2.160513
Name,5.390625,1.364135,2.854839,2.110448,5.854839,3.077399,9,4,2,5.30303,1.489229,2.8125,2.131749,5.71875,3.225247,5.483871,1.2348,2.9,2.122945,6,2.959497
Narbe,3.703125,1.997456,4.920635,2.391528,2.111111,1.656961,14,5,2,3.69697,2.068889,5.151515,2.373305,2,1.64611,3.709677,1.952666,4.666667,2.425914,2.225807,1.687398
Nase,5.1875,0.870596,3.125,2.134375,1.483871,1.112403,10,4,2,5.181818,1.044466,3.454546,2.292527,1.15625,0.447889,5.193548,0.654184,2.774194,1.927169,1.833333,1.464131
Natter,4.234375,1.933351,4.015873,2.239615,1.587302,1.17274,16,6,2,4.121212,1.980492,4.0625,2.354645,1.4375,1.0140150000000001,4.354839,1.906976,3.967742,2.152268,1.741936,1.315744
Nazi,2.580645,2.784903,7.796875,2.040695,3.919355,2.806891,14,4,2,2.75,3.026762,7.393939,2.486707,3.96875,2.72958,2.4,2.540703,8.225807,1.334408,3.866667,2.932968
Neid,3.492064,2.481369,5.857143,2.1087920000000002,8.096774,1.314605,12,4,1,3.625,2.636591,5.875,2.225222,8.34375,0.745281,3.354839,2.345896,5.83871,2.018197,7.833333,1.703614
Nektar,5.777778,1.441823,3.296875,2.179848,2.951613,2.183601,16,6,2,5.90625,1.467044,3.69697,2.364911,3.03125,2.402745,5.645161,1.427081,2.870968,1.910357,2.866667,1.96053
Nigger,2.873016,2.648749,7.253968,2.192129,4.467742,2.732427,15,6,2,2.9375,2.816283,7.0625,2.408821,4.774194,2.654677,2.806452,2.508909,7.451613,1.963648,4.16129,2.817762
Nippel,5.603175,2.275676,6.571429,2.13809,1.887097,1.344141,18,6,2,4.606061,1.935513,5.53125,2.214095,2.09375,1.633508,6.7,2.1359,7.645161,1.427081,1.666667,0.922266
Not,3.5625,2.308542,5.666667,2.663977,7.365079,1.928576,10,3,1,3.515152,2.501515,5.9375,2.675305,7.40625,2.061308,3.612903,2.124106,5.387097,2.666801,7.322581,1.814517
Notar,4.746032,1.25683,2.5,2.054583,3.777778,2.773402,13,5,2,5.0625,1.162242,2.548387,2.350017,3.4375,2.638884,4.419355,1.285151,2.451613,1.748117,4.129032,2.906796
Notiz,5.015625,0.983873,2.492064,1.916592,4.015873,2.580898,13,5,2,5.030303,0.951474,2.3125,2.038936,3.96875,2.608725,5,1.032796,2.677419,1.796053,4.064516,2.594038
Nutte,3.476191,2.595636,6.539683,2.347445,4,2.540003,16,5,2,3.125,2.446195,5.69697,2.506053,4.40625,2.588553,3.83871,2.733701,7.466667,1.775957,3.580645,2.460003
Nutzen,5.301587,1.303035,2.671875,1.799953,6.709677,2.458756,11,6,2,5.25,1.163975,2.757576,1.785887,6.75,2.382734,5.354839,1.45025,2.580645,1.839822,6.666667,2.577533
Obdach,5.25,1.727463,3.4375,2.084524,4.33871,2.521667,15,6,2,5.151515,1.41689,3.212121,1.96465,4.875,2.310565,5.354839,2.025642,3.677419,2.211894,3.766667,2.64814
Obhut,5.703125,1.677864,3.421875,2.014272,5.952381,2.471963,13,5,2,5.545455,1.73369,3.636364,1.867789,6.1875,2.361485,5.870968,1.627717,3.193548,2.166708,5.709677,2.597352
Ofen,5.171875,1.538446,3.532258,2.365862,1.532258,0.843835,12,4,2,5.212121,1.363763,3.4375,2.422176,1.5,0.879883,5.129032,1.727077,3.633333,2.341284,1.566667,0.8172
Opfer,3,2.469165,6.428571,2.298066,4.968254,2.614897,8,5,2,3.0625,2.601953,6.575758,2.305297,5.34375,2.44434,2.935484,2.365523,6.266667,2.318343,4.580645,2.766155
Ordner,5.171875,1.032099,2.196721,1.777823,2.380952,2.330918,13,6,2,5.060606,0.933387,2.419355,2.247579,1.6875,1.57475,5.290323,1.131181,1.966667,1.098065,3.096774,2.761097
Ordnung,5.625,1.768328,3.484375,2.16019,6.241936,2.61575,10,7,2,5.606061,1.638204,3.757576,2.586386,6.65625,2.509458,5.645161,1.924377,3.193548,1.579438,5.8,2.696102
Organ,5.0625,1.446122,3.983607,2.179387,2.301587,1.592674,12,5,2,5.242424,1.323591,3.870968,2.140747,2.25,1.586231,4.870968,1.565076,4.1,2.249138,2.354839,1.623749
Orgie,5.126984,1.879362,7.112903,2.150904,5.031746,2.627204,15,5,2,4.625,1.827214,6.16129,2.570302,5.75,2.286002,5.645161,1.817478,8.064516,0.963863,4.290323,2.783206
Paar,6.492064,2.256696,5.095238,2.374015,4.174603,2.768135,10,4,1,6.515152,2.526376,5.515152,2.306529,3.46875,2.382522,6.466667,1.96053,4.633333,2.399473,4.903226,2.981664
Paarung,6.096774,1.375544,5.936508,2.347772,5.587302,2.721687,15,7,2,5.90625,1.376282,5.878788,2.433588,6.125,2.536826,6.3,1.368362,6,2.289406,5.032258,2.834124
Packung,4.953125,0.602368,2.203125,1.756437,2.111111,1.68591,14,7,2,4.939394,0.704423,2.181818,1.827815,2,1.107161,4.967742,0.481932,2.225807,1.707038,2.225807,2.140244
Paddel,5.515625,1.023412,2.131148,1.596615,1.539683,1.242077,17,6,2,5.363636,1.025249,2.290323,1.986514,1.65625,1.598576,5.677419,1.012821,1.966667,1.0662,1.419355,0.719916
Paket,5.484375,1.297032,2.650794,2.056922,1.83871,1.427982,11,5,2,5.333333,1.428869,2.96875,2.558785,1.84375,1.461536,5.645161,1.141589,2.322581,1.326326,1.833333,1.416244
Palast,5.777778,1.987416,4.274194,2.548991,2.419355,2.108129,11,6,2,5.787879,1.763476,4.4375,2.66322,2.21875,2.090445,5.766667,2.238893,4.1,2.454412,2.633333,2.141275
Panik,3.015873,2.399543,6.650794,2.390564,7.758065,1.585648,11,5,2,3.09375,2.692395,6.606061,2.6213,8.1875,0.820602,2.935484,2.096592,6.7,2.151984,7.3,2.036732
Papier,5.34375,0.801165,2.387097,1.876121,1.655738,0.854113,9,6,2,5.212121,0.649883,2.4375,2.108929,1.71875,0.991394,5.483871,0.926318,2.333333,1.625939,1.586207,0.682288
Parfüm,6.380952,2.2028470000000002,4.952381,2.310066,2.774194,2.228131,14,6,2,6.393939,2.235221,4.96875,2.546147,3.125,2.756225,6.366667,2.204749,4.935484,2.080633,2.4,1.428769
Party,6.460318,2.487552,6.0625,2.273903,4.746032,2.657723,11,5,2,6.181818,2.530496,5.787879,2.631036,5.125,2.599628,6.766667,2.445028,6.354839,1.817478,4.354839,2.702448
Pech,3.609375,2.135246,5.015873,2.338266,7.290323,2.511528,11,4,1,3.515152,2.29294,5.030303,2.417189,7.78125,2.043627,3.709677,1.986514,5,2.289406,6.766667,2.872982
Pein,3.444444,2.421528,5.761905,2.353544,7.887097,1.548186,14,4,1,3.53125,2.602534,5.606061,2.384054,8.21875,0.79248,3.354839,2.259032,5.933333,2.347902,7.533333,2.029665
Pendel,4.96875,1.083333,3.111111,2.032884,1.857143,1.412583,15,6,2,4.969697,1.31065,3.71875,2.26095,1.84375,1.505032,4.967742,0.795147,2.483871,1.567822,1.870968,1.335214
Penis,5.095238,1.811382,7.142857,2.077973,1.31746,0.643213,14,5,2,4.8125,1.749424,6.71875,2.203141,1.40625,0.797552,5.387097,1.856115,7.580645,1.875708,1.225807,0.425024
Penner,3.609375,2.286032,6.047619,2.253518,4.285714,2.549058,14,6,2,3.575758,2.291701,5.939394,2.060634,4.59375,2.734008,3.645161,2.317303,6.166667,2.478644,3.967742,2.344979
Perle,6.380952,2.260663,5.190476,2.468231,2.032258,1.783051,13,5,2,6.3125,2.263846,5,2.462215,1.78125,1.679754,6.451613,2.292578,5.4,2.499655,2.3,1.878187
Pest,2.904762,2.860827,6.84127,2.171712,4.612903,2.932882,13,4,1,2.96875,2.999832,6.65625,2.350146,5.375,2.882092,2.83871,2.75798,7.032258,1.991379,3.8,2.808853
Petze,3.453125,2.302033,5.126984,2.504783,6.419355,2.287159,18,5,2,3.454546,2.526001,5,2.590305,6.59375,1.932062,3.451613,2.079082,5.258065,2.449051,6.233333,2.635086
Pfanne,5,1.007905,2.258065,1.801052,1.253968,0.594823,14,6,2,4.666667,0.989529,2.34375,2.103904,1.15625,0.447889,5.354839,0.914636,2.166667,1.440386,1.354839,0.709384
Pflege,5.873016,1.827144,3.888889,2.222401,6.516129,2.420825,11,6,2,6,1.802776,3.6875,2.070336,6.677419,2.300538,5.733333,1.874205,4.096774,2.38544,6.354839,2.56318
Pfusch,3.222222,2.405937,5.578125,2.328599,6.403226,2.336171,15,6,1,3.4375,2.487874,5.090909,2.350048,6.6875,2.070336,3,2.33809,6.096774,2.22643,6.1,2.591099
Phase,5.015625,0.934221,2.193548,1.77264,6.714286,2.458878,10,5,2,5.121212,0.992395,2.1875,1.821688,7,2.079082,4.903226,0.870051,2.2,1.749877,6.419355,2.802073
Phobie,3.412698,2.460232,6.15625,2.365216,8,1.471032,17,6,2,3.272727,2.565063,6.454546,2.538342,8.15625,1.483444,3.566667,2.373464,5.83871,2.16174,7.833333,1.464131
Pickel,3.140625,2.266857,5.796875,2.619704,1.904762,1.117519,15,6,2,2.939394,2.486707,5.818182,2.732382,1.875,1.039541,3.354839,2.025642,5.774194,2.539156,1.935484,1.209283
Picknick,6.258065,2.209781,4.671875,2.26817,3.301587,2.387028,14,8,2,6.03125,2.278715,4.848485,2.333469,3.5,2.639648,6.5,2.145565,4.483871,2.219174,3.096774,2.119038
Pimmel,4.063492,2.184055,7.109375,1.968943,1.822581,1.408687,18,6,2,3.625,1.862187,6.727273,2.154541,2.125,1.699146,4.516129,2.420344,7.516129,1.690581,1.5,0.937716
Pisse,3.190476,2.558081,6.885246,2.60831,2.269841,1.667588,18,5,2,3.25,2.735667,6.451613,2.838294,2.5625,2.015064,3.129032,2.404744,7.333333,2.309401,1.967742,1.168585
Pizza,6.380952,1.799898,4.625,2.472066,1.650794,1.493629,13,5,2,5.939394,1.836086,4.363636,2.421495,1.5,1.481063,6.866667,1.655364,4.903226,2.534493,1.806452,1.514802
Plage,3.714286,2.113158,4.578125,2.59306,6.387097,2.588467,14,5,2,3.96875,2.101986,4.333333,2.700309,7.3125,1.63505,3.451613,2.126636,4.83871,2.491275,5.4,3.046762
Plakat,5.142857,0.87726,2.444444,1.924191,2.444444,2.190727,12,6,2,4.909091,0.765002,2.09375,1.889861,2.78125,2.511064,5.4,0.932183,2.806452,1.92214,2.096774,1.776792
Plane,5.063492,0.948224,2.193548,1.677613,2.253968,1.822514,14,5,2,5.121212,0.780928,2.354839,2.074422,2.25,1.951013,5,1.114172,2.032258,1.168585,2.258065,1.71207
Platte,5.109375,0.856667,2.360656,1.844205,2.354839,1.670347,11,6,2,5,0.901388,2.387097,1.926611,2.193548,1.621098,5.225807,0.804557,2.333333,1.787569,2.516129,1.729566
Pleite,3.476191,2.333882,5.078125,2.470812,6.080645,2.777535,11,6,2,3.59375,2.353575,5.212121,2.654684,6.90625,2.454218,3.354839,2.345896,4.935484,2.293985,5.2,2.869579
Pöbel,3.555556,2.108185,5.265625,2.064378,5.112903,2.70461,15,5,2,3.53125,2.15503,5.212121,2.132451,5.40625,2.563508,3.580645,2.094026,5.322581,2.022986,4.8,2.857537
Pocken,3.111111,2.44363,4.333333,2.590305,3.241936,2.337755,15,6,2,3.1875,2.58329,4,2.602728,3.16129,2.437167,3.032258,2.330721,4.677419,2.574064,3.322581,2.271374
Poet,6.142857,2.227809,4.84375,2.262312,5.095238,2.39431,13,4,2,6.393939,2.207082,5,2.150581,5.1875,2.334005,5.866667,2.255007,4.677419,2.399821,5,2.48998
Polyp,4.269841,1.686821,3.031746,2.047566,3.174603,2.275676,18,5,2,4,1.565763,3.46875,2.341551,3.40625,2.51267,4.548387,1.785846,2.580645,1.607777,2.935484,2.015531
Popel,4.015625,1.838669,5.539683,2.319798,1.967742,1.819455,18,5,2,4,2.046338,5.75,2.184993,2.09375,2.005788,4.032258,1.622424,5.322581,2.468294,1.833333,1.620629
Popo,5.765625,1.779443,6,2.323107,1.746032,1.092028,17,4,2,5.272727,1.875379,5.484849,2.399495,1.8125,1.281066,6.290323,1.531743,6.548387,2.142253,1.677419,0.871286
Porno,4.730159,2.560282,7.079365,2.172419,3.460318,2.650778,15,5,2,3.78125,2.351861,6.03125,2.468961,3.15625,2.541391,5.709677,2.424782,8.16129,1.035914,3.774194,2.765377
Pracht,6.147541,2.039903,3.78125,2.235846,6.467742,2.584428,12,6,1,6.40625,2.029768,3.787879,2.088025,7.0625,2.25671,5.862069,2.0480680000000002,3.774194,2.418122,5.833333,2.792642
Prämie,5.920635,2.065864,4.109375,2.594972,5.15873,2.671271,12,6,2,5.636364,1.94965,4.060606,2.703463,5.1875,2.595747,6.233333,2.176415,4.16129,2.517893,5.129032,2.789766
Prärie,5.453125,1.54231,2.741936,2.056063,4.145161,2.91883,15,6,2,5.484849,1.39466,2.677419,2.150769,4.5625,2.861733,5.419355,1.708297,2.806452,1.990299,3.7,2.961244
Produkt,5.140625,0.870453,2.253968,1.645799,4.380952,2.942616,10,7,2,5,1,2.28125,1.818088,4.5625,3.130882,5.290323,0.69251,2.225807,1.476701,4.193548,2.773919
Profi,6.015625,1.91479,3.796875,2.282992,5.920635,2.404979,11,5,2,5.909091,1.809068,3.333333,2.160247,6.625,2.106059,6.129032,2.045188,4.290323,2.340848,5.193548,2.508909
Profit,5.046875,2.096329,3.984375,2.535414,6.467742,2.434168,12,6,2,4.757576,1.936981,3.969697,2.627794,6.875,2.028029,5.354839,2.244228,4,2.476557,6.033333,2.772816
Prospekt,5.031746,0.73984,2.258065,1.782754,3.031746,2.341548,13,8,2,4.84375,0.723316,2.3125,2.278051,3.0625,2.408821,5.225807,0.716923,2.2,1.063501,3,2.309401
Prügel,3.171875,2.193458,6.333333,2.362339,5.047619,2.690656,13,6,2,3.333333,2.300362,6.242424,2.462599,5.3125,2.71718,3,2.097618,6.433333,2.284631,4.774194,2.679673
Puff,3.793651,2.609899,6.3125,2.315407,3.412698,2.575536,15,4,1,3.34375,2.63487,5.454546,2.575011,4.03125,2.72958,4.258065,2.542541,7.225807,1.585553,2.774194,2.276103
Pups,3.873016,2.43954,5.15873,2.528587,3.83871,2.650045,18,4,1,3.5625,2.28512,5.272727,2.52825,4.40625,2.710307,4.193548,2.587397,5.033333,2.566137,3.233333,2.486978
Pussy,4.96875,2.462215,6.68254,2.270607,3.825397,2.691322,17,5,2,4.363636,2.162438,5.84375,2.464056,3.96875,2.776449,5.612903,2.629036,7.548387,1.689945,3.677419,2.638018
Quadrat,5.15625,0.478714,2.147541,2.080353,3.16129,2.662389,14,7,2,5.212121,0.599874,1.967742,2.073385,2.71875,2.426126,5.096774,0.300537,2.333333,2.106367,3.633333,2.858542
Qual,3.290323,2.694178,5.730159,2.665226,7.435484,2.021369,13,4,1,3.3125,2.867364,6.03125,2.520681,7.9375,1.268413,3.266667,2.545223,5.419355,2.813944,6.9,2.50998
Quartier,5.015625,0.934221,2.349206,1.705387,4.253968,2.822538,12,8,2,4.939394,0.863836,2.3125,1.958233,4.40625,2.815388,5.096774,1.011759,2.387097,1.430091,4.096774,2.867692
Rache,3.587302,2.387028,6.984127,2.253972,7.548387,2.085684,11,5,2,3.5,2.341767,6.454546,2.412091,8.09375,1.173893,3.677419,2.468294,7.566667,1.941974,6.966667,2.645534
Rächer,3.825397,2.098692,5.84127,2.40434,6.081967,2.465056,14,6,2,3.34375,1.789023,5.727273,2.465673,6.59375,1.965171,4.322581,2.300538,5.966667,2.370557,5.517241,2.848818
Rampe,4.65625,1.347764,2.354839,1.699535,2.467742,1.67643,13,5,2,4.818182,1.044466,2.451613,2.126636,2.3125,1.595103,4.483871,1.609782,2.258065,1.153769,2.633333,1.771096
Raps,5.238095,1.146021,2.491803,1.83142,2.322581,2.01449,14,4,1,5.09375,1.058282,2.741936,2.159749,2.25,2.09454,5.387097,1.229564,2.233333,1.406471,2.4,1.958184
Rasen,5.53125,1.379772,2.540984,1.648977,2.222222,2.097959,11,5,2,5.363636,1.577541,2.387097,1.542237,2.25,2.214323,5.709677,1.131181,2.7,1.764594,2.193548,2.006977
Rassist,2.634921,2.665803,7.484375,2.225339,5.33871,2.751712,15,7,2,2.78125,2.926347,7.030303,2.579787,6.09375,2.441039,2.483871,2.406532,7.967742,1.682931,4.533333,2.873582
Rasur,5.53125,1.500992,4.234375,2.55568,3.603175,2.51152,17,5,2,5.212121,1.268798,3.969697,2.404226,4.3125,2.752565,5.870968,1.668171,4.516129,2.718713,2.870968,2.028825
Ratte,4.03125,2.13042,5.098361,2.501366,1.295082,0.66694,14,5,2,4.151515,2.166812,4.870968,2.837157,1.322581,0.747757,3.903226,2.119038,5.333333,2.122675,1.266667,0.583292
