word_portuguese,translate_word_english,cgram,familiar_mean,concrete_mean,imagine_mean,aoa_mean,aoa_sd,length,silo_n,phonemes,silphom_n,ond,oup,phoneme_density,phonome_up,frequency,frequency_log
Homenagear,to pay homage to,vb,NA,NA,NA,7.74,1.29,10,5,9,4,0,9,0,5,183,2.29
Hospitalizar,to hospitalize,vb,NA,NA,NA,6.73,1.62,12,5,11,5,0,10,0,9,50,2.26
Identificar,to identify,vb,NA,NA,NA,5.95,1.43,11,5,10,5,0,11,0,10,1326,1.71
Impressionar,to impress,vb,NA,NA,NA,6.86,1.29,12,5,10,4,0,12,1,10,272,3.12
Influenciar,to influence,vb,NA,NA,NA,6.84,1.31,11,5,9,3,0,10,0,9,694,2.44
Liberalizar,to liberalize,vb,NA,NA,NA,7.75,1.06,11,5,11,5,0,9,0,9,47,2.84
Monopolizar,to monopolize,vb,NA,NA,NA,8.1,0.91,11,5,11,5,0,6,0,6,36,1.68
Naturalizar,to naturalize,vb,NA,NA,NA,7.24,1.44,11,5,11,5,0,11,0,10,34,1.57
Popularizar,to popularize,vb,NA,NA,NA,7.46,1.17,11,5,11,5,0,9,0,9,22,1.54
Liberalizar,to liberalize,vb,NA,NA,NA,7.75,1.06,11,5,11,5,0,9,0,9,47,1.67
Posicionar,to place,vb,NA,NA,NA,7.02,1.27,10,5,10,4,0,10,0,9,124,1.36
Possibilitar,to enable,vb,NA,NA,NA,6.3,1.45,12,5,11,5,0,10,1,9,354,2.1
Privilegiar,to privilege,vb,NA,NA,NA,7.32,1.62,11,5,11,4,0,11,0,11,368,2.55
Proporcionar,to provide,vb,NA,NA,NA,7.04,1.31,12,5,12,4,1,12,2,12,892,2.57
Reaparecer,to reappear,vb,NA,NA,NA,7.1,1.3,10,5,10,5,0,9,0,9,118,2.95
Reconsiderar,to reconsidered,vb,NA,NA,NA,7.33,1.39,12,5,11,5,0,12,0,10,46,2.08
Reconstituir,to reconstitute,vb,NA,NA,NA,7.5,1.32,12,5,11,4,0,12,0,11,124,1.67
Regulamentar,to regulate,vb,NA,NA,NA,7.5,1.67,12,5,11,5,0,12,0,10,234,2.1
Relacionar,to relate,vb,NA,NA,NA,6.48,1.61,10,5,10,4,0,10,0,9,1121,2.37
Restabelecer,to reestablish,vb,NA,NA,NA,7.78,1.05,12,5,12,5,1,11,1,11,147,3.05
Sensibilizar,to sensitize,vb,NA,NA,NA,7.24,1.32,12,5,11,5,0,12,1,10,184,2.17
Solucionar,to solve,vb,NA,NA,NA,6.88,1.24,10,5,10,4,0,5,0,6,125,2.27
Teatralizar,to dramatize,vb,NA,NA,NA,7.78,0.68,11,5,11,4,0,9,0,9,13,2.1
Transaccionar,to transact,vb,NA,NA,NA,8.02,1.49,13,5,11,4,0,8,0,7,129,1.15
Bom,good,aj,NA,NA,NA,1.81,1.1,3,1,2,1,7,3,5,2,10285,2.11
Mau,bad,aj,NA,NA,NA,1.33,0.56,3,1,3,1,9,3,7,3,3228,4.01
Ágil,agile,aj,NA,NA,NA,6.25,1.66,4,2,4,2,0,3,1,2,72,3.51
Amplo,ample,aj,NA,NA,NA,6.9,1.33,5,2,4,2,0,5,0,4,638,1.86
Azul,blue,aj,NA,NA,NA,2,1.01,4,2,4,2,0,4,0,4,1443,2.81
Baixo,low,aj,NA,NA,NA,4.72,1.37,5,2,5,2,4,5,5,5,2557,3.16
Belo,beautiful,aj,NA,NA,NA,3.92,1.83,4,2,4,2,9,4,5,4,1080,3.41
Caro,expensive,aj,NA,NA,NA,3.9,2.29,4,2,4,2,18,4,20,4,989,3.03
Cheio,full,aj,NA,NA,NA,2.42,1.33,5,2,4,2,3,5,6,4,2461,3
Comum,common,aj,NA,NA,NA,5.36,1.76,5,2,4,2,0,5,2,4,2402,3.39
Curto,short,aj,NA,NA,NA,3.42,1.67,5,2,5,2,8,5,9,5,2516,3.38
Doce,sweet,aj,NA,NA,NA,3.36,1.84,4,2,4,2,5,4,2,4,652,3.4
Fácil,easy,aj,NA,NA,NA,3.1,1.3,5,2,5,2,0,5,1,5,2246,2.81
Falso,FALSE,aj,NA,NA,NA,4.91,1.44,5,2,5,2,3,5,2,5,595,3.35
Feio,ugly,aj,NA,NA,NA,1.77,0.86,4,2,4,2,10,4,6,4,207,2.78
Fraco,weak,aj,NA,NA,NA,3.71,1.4,5,2,5,2,2,5,3,5,913,2.32
Frio,cold,aj,NA,NA,NA,1.9,0.88,4,2,4,2,7,4,5,4,1350,2.96
Geral,general,aj,NA,NA,NA,5.16,1.77,5,2,5,2,2,5,1,5,3400,3.13
Grande,big,aj,NA,NA,NA,1.95,1.06,6,2,5,2,2,6,3,5,20517,3.53
Igual,equal,aj,NA,NA,NA,4.9,1.3,5,2,5,2,0,5,0,5,2197,4.31
Largo,broad,aj,NA,NA,NA,3.9,1.73,5,2,5,2,3,5,3,5,1383,3.34
Lindo,beautiful,aj,NA,NA,NA,2.63,1.82,5,2,4,2,3,5,7,4,740,3.14
Longo,long,aj,NA,NA,NA,4.08,1.41,5,2,4,2,2,5,3,4,6170,2.87
Magro,thin,aj,NA,NA,NA,3.88,1.73,5,2,5,2,2,5,2,4,488,3.79
Maior,bigger,aj,NA,NA,NA,2.8,1.28,5,2,5,2,2,5,0,5,9594,2.69
Livre,free,aj,NA,NA,NA,4.22,1.76,5,2,5,2,1,5,1,5,2232,3.98
Neutro,neutral,aj,NA,NA,NA,7.2,1.26,6,2,6,2,2,6,0,6,102,3.35
Normal,normal,aj,NA,NA,NA,4.21,1.42,6,2,6,2,2,6,1,6,1446,2.01
Novo,new,aj,NA,NA,NA,2.65,1.16,4,2,4,2,7,4,5,4,18113,3.16
Pior,worse,aj,NA,NA,NA,3.45,1.9,4,2,4,1,4,4,1,3,1087,4.26
Pleno,full,aj,NA,NA,NA,7.27,1.52,5,2,5,2,1,5,2,4,1053,3.04
Próprio,own,aj,NA,NA,NA,4.73,1.72,7,2,7,2,2,7,3,7,2432,3.02
Quente,hot,aj,NA,NA,NA,2.03,1.4,6,2,4,2,0,4,8,3,1604,3.39
Rico,rich,aj,NA,NA,NA,3.96,1.4,4,2,4,2,8,4,10,4,1365,3.21
Simples,simple,aj,NA,NA,NA,4.24,1.33,7,2,6,2,0,7,0,6,2633,3.14
Actual,present,aj,NA,NA,NA,5.92,1.53,6,3,5,2,2,6,2,5,3665,3.42
Alegre,glad,aj,NA,NA,NA,2.64,1.18,6,3,6,3,0,6,0,4,325,3.56
Amargo,bitter,aj,NA,NA,NA,4.4,1.83,6,3,6,3,1,6,0,6,249,2.51
Antigo,ancient,aj,NA,NA,NA,4.08,1.69,6,3,5,3,1,6,0,5,5484,2.4
Anual,annual,aj,NA,NA,NA,5.08,1.56,5,3,5,2,2,5,3,5,847,3.74
Barato,cheap,aj,NA,NA,NA,4.28,1.21,6,3,6,3,3,6,5,6,451,2.93
Básico,basic,aj,NA,NA,NA,6,1.59,6,3,6,3,0,4,1,4,922,2.66
Bonito,pretty,aj,NA,NA,NA,2,1.35,6,3,6,3,0,5,0,5,1389,2.97
Calado,quiet,aj,NA,NA,NA,2.81,1.4,6,3,6,3,10,6,7,6,257,3.14
Casado,married,aj,NA,NA,NA,3.14,0.98,6,3,6,3,7,6,6,5,222,2.41
Célebre,famous,aj,NA,NA,NA,6.96,1.38,7,3,7,3,1,5,1,5,573,2.35
Certeiro,well-aimed,aj,NA,NA,NA,6.64,0.94,8,3,8,3,3,6,2,6,64,2.76
Cheiroso,scented,aj,NA,NA,NA,4.6,2.05,8,3,7,3,0,7,0,5,30,1.81
Céptico,sceptical,aj,NA,NA,NA,8.23,1.07,7,3,6,3,1,3,4,5,83,1.92
Coberto,covered,aj,NA,NA,NA,4.06,1.64,7,3,7,3,2,7,0,4,778,1.49
Cómico,funny,aj,NA,NA,NA,5.76,1.77,6,3,6,3,2,4,3,4,182,2.89
Compacto,compact,aj,NA,NA,NA,6.42,1.82,8,3,7,3,0,8,1,5,119,2.26
Completo,complete,aj,NA,NA,NA,4.82,1.49,8,3,7,3,1,8,1,7,1243,2.08
Confuso,confused,aj,NA,NA,NA,6.05,1.38,7,3,6,3,2,7,1,6,298,3.09
Contente,happy,aj,NA,NA,NA,2.68,1.2,8,3,6,3,0,8,0,6,465,2.48
Decente,decent,aj,NA,NA,NA,6.49,1.32,7,3,6,3,3,6,4,5,90,2.67
Difícil,difficult,aj,NA,NA,NA,2.92,1.33,7,3,7,3,0,4,0,5,3402,1.96
Discreto,discreet,aj,NA,NA,NA,6.43,1.49,8,3,8,3,0,8,1,8,468,3.53
Enorme,huge,aj,NA,NA,NA,6.7,1.47,6,3,6,3,0,6,0,4,2080,2.67
Europeu,european,aj,NA,NA,NA,6.29,1.37,7,3,7,3,0,7,0,6,3538,3.32
Externo,external,aj,NA,NA,NA,6.46,1.79,7,3,8,3,2,7,0,5,1128,3.55
Fechado,closed,aj,NA,NA,NA,2.75,1.49,7,3,6,3,0,7,0,5,948,3.05
Festivo,festive,aj,NA,NA,NA,6.08,1.94,7,3,7,3,0,7,0,7,137,2.98
Flácido,flaccid,aj,NA,NA,NA,6.96,1.8,7,3,7,3,1,3,1,4,32,2.14
Formoso,pleasant,aj,NA,NA,NA,7.6,1.23,7,3,7,3,1,7,2,5,150,1.52
Frequente,frequent,aj,NA,NA,NA,6.49,1.22,9,3,8,3,0,9,0,8,855,2.18
Frustrado,frustrated,aj,NA,NA,NA,7.4,1.3,9,3,9,3,0,8,0,8,59,2.93
Genial,brilliant,aj,NA,NA,NA,5.9,1.37,6,3,6,2,1,6,0,6,126,1.78
Gradual,gradual,aj,NA,NA,NA,7.33,1.43,7,3,7,2,1,7,1,7,214,2.1
Gratuito,free,aj,NA,NA,NA,5.94,1.45,8,3,8,3,0,8,0,8,334,2.33
Grosseiro,rude,aj,NA,NA,NA,6.78,1.42,9,3,8,3,0,9,0,8,101,2.53
Heróico,heroic,aj,NA,NA,NA,6.16,1.63,7,3,6,3,0,6,0,6,170,2.01
Humilde,humble,aj,NA,NA,NA,6.85,1.66,7,3,6,3,0,7,0,6,197,2.23
Ideal,ideal,aj,NA,NA,NA,6.02,1.57,5,3,5,2,0,5,1,4,556,2.3
Ilegal,illegal,aj,NA,NA,NA,6.74,1.52,6,3,6,3,1,6,1,5,430,2.75
Ilustre,illustrious,aj,NA,NA,NA,6.72,1.62,7,3,7,3,1,7,1,7,197,2.63
Incrível,incredible,aj,NA,NA,NA,5.38,1.61,8,3,7,3,0,5,1,4,208,2.3
Ingénuo,naive,aj,NA,NA,NA,6.7,1.3,7,3,6,3,0,4,0,6,117,2.32
Íntimo,intimate,aj,NA,NA,NA,6.74,1.56,6,3,5,3,1,4,4,5,566,2.07
Invulgar,uncommon,aj,NA,NA,NA,6.46,1.3,8,3,7,3,0,8,1,7,164,2.75
Juvenil,juvenile,aj,NA,NA,NA,6.1,1.66,7,3,7,3,0,6,0,4,178,2.22
Latente,latent,aj,NA,NA,NA,8.49,0.91,7,3,6,3,2,5,2,5,94,2.25
Latente,latent,aj,NA,NA,NA,8.49,0.91,7,3,6,3,2,5,2,5,94,1.97
Lectivo,academic,aj,NA,NA,NA,5.98,1.25,7,3,6,3,0,4,0,3,260,1.98
Líquido,liquid,aj,NA,NA,NA,4.46,1.82,7,3,6,3,1,5,3,6,1007,2.42
Lúcido,lucid,aj,NA,NA,NA,7.6,1.1,6,3,6,3,0,3,1,6,107,3
Lúdico,entertaining,aj,NA,NA,NA,6.94,1.66,6,3,6,3,0,3,1,5,86,2.03
Macio,soft,aj,NA,NA,NA,4.5,1.98,5,3,5,3,4,5,2,5,273,1.94
Mínimo,minimum,aj,NA,NA,NA,5.54,1.57,6,3,6,3,0,4,0,6,1191,2.44
Moderno,modern,aj,NA,NA,NA,6.19,1.44,7,3,7,3,0,7,0,7,1354,3.08
Mundial,worldwide,aj,NA,NA,NA,5.48,1.6,7,3,6,2,0,7,0,6,1705,3.13
Nervoso,nervous,aj,NA,NA,NA,5.27,1.59,7,3,7,3,1,7,0,5,586,3.23
Oculto,hidden,aj,NA,NA,NA,8.02,0.84,6,3,6,3,1,6,2,6,129,2.77
Oposto,opposite,aj,NA,NA,NA,5.8,1.41,6,3,6,3,1,5,3,4,475,2.11
Pequeno,small,aj,NA,NA,NA,2.02,1.03,7,3,6,3,0,7,0,6,7667,2.68
Perfeito,perfect,aj,NA,NA,NA,5,1.64,8,3,8,3,0,8,1,8,1003,3.88
Pesado,heavy,aj,NA,NA,NA,3.76,2.16,6,3,6,3,1,6,1,6,939,3
Péssimo,lousy,aj,NA,NA,NA,5.02,1.7,7,3,6,3,0,3,1,6,153,2.97
Policial,police,aj,NA,NA,NA,6.7,0.95,6,3,6,3,0,6,0,4,509,2.19
Popular,popular,aj,NA,NA,NA,5.98,1.24,7,3,7,3,1,7,3,7,1271,2.71
Prático,practical,aj,NA,NA,NA,5.96,1.3,7,3,7,3,1,7,1,7,605,3.1
Principal,main,aj,NA,NA,NA,5.45,1.64,9,3,8,3,0,9,0,8,4902,2.78
Prudente,prudent,aj,NA,NA,NA,7.61,1.27,8,3,7,3,0,8,1,7,131,3.69
Queimado,burnt,aj,NA,NA,NA,3.71,1.68,8,3,7,3,1,8,1,7,66,2.12
Queimado,burnt,aj,NA,NA,NA,6.76,1.45,8,3,7,3,1,8,1,7,66,1.82
Querido,dear,aj,NA,NA,NA,3.45,1.77,7,3,6,3,0,5,1,4,329,1.83
Quieto,quiet,aj,NA,NA,NA,3.7,1.92,6,3,5,2,2,6,1,5,245,2.52
Radical,radical,aj,NA,NA,NA,5.94,1.46,7,3,7,3,1,7,1,7,439,2.39
Refeito,remade,aj,NA,NA,NA,7.21,1.54,7,3,7,3,2,7,1,7,28,2.64
Remoto,remote,aj,NA,NA,NA,7.32,1.45,6,3,6,3,0,5,0,5,303,1.46
Rentável,profitable,aj,NA,NA,NA,7.26,1.38,8,3,7,3,0,5,0,4,129,2.48
Repleto,replete,aj,NA,NA,NA,6.54,1.93,7,3,7,3,0,5,0,5,179,2.11
Restrito,restricited,aj,NA,NA,NA,6.54,1.64,8,3,8,3,1,8,1,8,243,2.26
Romano,roman,aj,NA,NA,NA,5.68,1.54,6,3,6,3,0,6,1,6,813,2.39
Rústico,rustic,aj,NA,NA,NA,7.42,1.5,7,3,7,3,0,2,0,7,127,2.91
Sagrado,sacred,aj,NA,NA,NA,6.4,1.55,7,3,7,3,1,6,1,6,419,2.11
Saudável,healthy,aj,NA,NA,NA,5.2,1.69,8,3,8,3,0,5,0,6,308,2.62
Seguro,safe,aj,NA,NA,NA,5.04,1.8,6,3,6,3,0,6,1,6,934,2.49
Selvagem,wild,aj,NA,NA,NA,5.35,1.56,8,3,8,3,1,6,0,5,385,2.97
Semanal,weekly,aj,NA,NA,NA,5.4,1.03,7,3,7,3,2,7,1,7,254,2.59
Sensato,wise,aj,NA,NA,NA,6.98,1.6,7,3,6,3,0,7,1,6,102,2.41
Sólido,solid,aj,NA,NA,NA,5.04,1.44,6,3,6,3,0,3,0,4,583,2.01
Sozinho,alone,aj,NA,NA,NA,2.98,1.41,7,3,6,3,0,3,0,4,1219,2.77
Suave,soft,aj,NA,NA,NA,4.48,1.5,5,3,5,2,0,5,0,5,504,3.09
Suspenso,suspended,aj,NA,NA,NA,6.44,1.72,8,3,7,3,1,8,0,7,364,2.7
Tardio,delayed,aj,NA,NA,NA,5.38,2.01,6,3,6,3,0,6,0,6,343,2.56
Tímido,shy,aj,NA,NA,NA,5.82,1.64,6,3,6,3,1,4,2,6,239,2.54
Trágico,tragic,aj,NA,NA,NA,6.95,1.36,7,3,7,3,1,4,1,7,403,2.38
Último,last,aj,NA,NA,NA,3.74,1.67,6,3,6,3,2,6,2,6,17844,2.61
Abatido,dejected,aj,NA,NA,NA,6.55,1.6,7,4,7,4,1,6,1,6,72,4.25
Abundante,abundant,aj,NA,NA,NA,6.76,1.01,9,4,7,4,0,7,0,6,321,1.86
Acessível,acessible,aj,NA,NA,NA,6.18,1.64,9,4,8,4,0,6,0,6,332,2.51
Acolhedor,hospitable,aj,NA,NA,NA,6.65,1.35,9,4,8,4,0,7,0,5,49,2.52
Adaptável,adaptabe,aj,NA,NA,NA,8.34,0.72,9,4,9,4,0,6,0,7,13,1.7
Acolhedor,hospitable,aj,NA,NA,NA,6.65,1.35,9,4,8,4,0,7,0,5,49,1.69
Admirável,admirable,aj,NA,NA,NA,5.96,1.62,9,4,9,4,0,6,0,7,172,1.15
Amarelo,yellow,aj,NA,NA,NA,2.36,1.31,7,4,7,4,1,7,1,7,1105,2.24
Amoroso,sweet,aj,NA,NA,NA,5.56,1.59,7,4,7,4,1,5,1,5,259,3.04
Animado,cheerful,aj,NA,NA,NA,4.42,1.62,7,4,7,4,0,7,0,6,212,2.41
Anterior,previous,aj,NA,NA,NA,5.1,1.66,8,4,7,3,1,8,1,7,3507,2.33
Artístico,artistic,aj,NA,NA,NA,6.66,0.96,9,4,9,4,0,5,0,7,715,3.55
Ascendente,ascending,aj,NA,NA,NA,7.33,1.41,10,4,8,4,0,8,0,7,122,2.85
Atlântico,atlantic,aj,NA,NA,NA,5.76,1.45,9,4,8,4,0,4,1,4,196,2.09
Autêntico,authentic,aj,NA,NA,NA,6.98,1.46,9,4,8,4,0,4,0,8,650,2.29
Benéfico,beneficial,aj,NA,NA,NA,6.76,1.45,8,4,8,4,0,5,0,5,109,2.81
Brasileiro,brazilian,aj,NA,NA,NA,4.78,1.58,10,4,10,4,0,10,0,10,1007,2.04
Caloroso,warm,aj,NA,NA,NA,6.62,1.1,8,4,8,4,1,6,1,6,72,3
Cansativo,tiring,aj,NA,NA,NA,5.48,1.58,9,4,8,4,1,6,0,5,43,1.86
Coerente,coherent,aj,NA,NA,NA,8.02,1.16,8,4,7,3,1,5,1,6,157,1.64
Comercial,commercial,aj,NA,NA,NA,6.14,1.48,9,4,9,3,1,9,1,9,2016,2.2
Compatível,compatible,aj,NA,NA,NA,7.02,1.56,10,4,9,4,0,7,1,7,183,3.3
Complicado,complicated,aj,NA,NA,NA,4.82,1.42,10,4,9,4,0,9,0,8,630,2.26
Conhecido,known,aj,NA,NA,NA,4.72,1.4,9,4,8,4,0,8,0,7,397,2.8
Curioso,curious,aj,NA,NA,NA,4.6,1.43,7,4,7,3,1,7,2,5,571,2.6
Decisivo,decisive,aj,NA,NA,NA,6.91,1.49,8,4,8,4,0,8,0,8,763,2.76
Dependente,dependent,aj,NA,NA,NA,6.78,1.51,10,4,8,4,0,8,1,7,547,2.88
Desportivo,sporting,aj,NA,NA,NA,5.73,1.4,10,4,10,4,0,10,0,10,1211,2.74
Directivo,directive,aj,NA,NA,NA,7.24,1.63,9,4,8,4,1,9,1,8,191,3.08
Disponível,available,aj,NA,NA,NA,6.65,1.41,10,4,10,4,0,7,1,8,1200,2.28
Divertido,funny,aj,NA,NA,NA,3.66,1.88,9,4,9,4,0,8,0,8,287,3.08
Duvidoso,doubtful,aj,NA,NA,NA,6.06,1.34,8,4,8,4,0,6,1,6,199,2.46
Efectivo,effective,aj,NA,NA,NA,7.56,1.62,8,4,7,4,2,8,1,7,565,2.3
Especial,special,aj,NA,NA,NA,4.48,1.92,8,4,8,3,0,8,0,8,2577,2.75
Essencial,essential,aj,NA,NA,NA,6.64,1.41,9,4,7,3,0,9,0,6,780,3.41
Estrangeiro,foreigner,aj,NA,NA,NA,5.48,1.47,11,4,10,4,0,11,0,10,1429,2.89
Exemplar,exemplary,aj,NA,NA,NA,5.74,1.05,11,4,8,4,0,8,0,5,258,3.16
Fabuloso,fabulous,aj,NA,NA,NA,6.02,1.32,8,4,8,4,0,8,0,6,187,2.41
Familiar,familiar,aj,NA,NA,NA,4.47,1.44,8,4,8,3,0,8,0,8,983,2.27
Favorito,favourite,aj,NA,NA,NA,4.88,1.66,8,4,8,4,0,8,0,8,372,2.99
Fugidio,fleeting,aj,NA,NA,NA,8.34,0.92,7,4,7,4,1,7,1,7,53,2.57
Fundamental,fundamental,aj,NA,NA,NA,6.72,1.32,11,4,9,4,1,11,1,9,1707,1.73
Furioso,furious,aj,NA,NA,NA,4.81,1.63,7,4,7,3,1,5,3,5,223,3.23
Genuíno,genuine,aj,NA,NA,NA,6.56,1.82,7,4,7,3,0,5,0,7,133,2.35
Grandioso,imposing,aj,NA,NA,NA,6.76,1.09,9,4,8,3,0,7,0,5,127,2.13
Habitual,usual,aj,NA,NA,NA,5.57,1.54,8,4,7,3,1,8,1,7,1021,2.11
Hesitante,hesitant,aj,NA,NA,NA,7.28,1.15,9,4,7,4,0,7,2,5,81,3.01
Hesitante,hesitant,aj,NA,NA,NA,7.28,1.15,9,4,7,4,0,7,2,5,81,1.91
Histórico,historical,aj,NA,NA,NA,6.58,1.01,9,4,8,4,1,8,1,8,1972,1.91
Horizontal,across,aj,NA,NA,NA,5.24,1.29,10,4,8,4,0,10,0,8,248,3.3
Ilícito,illicit,aj,NA,NA,NA,8.6,0.79,7,4,7,4,1,4,1,7,75,2.4
Iminente,imminent,aj,NA,NA,NA,7.92,1.15,8,4,7,4,2,5,1,7,111,1.88
Imparável,unstoppable,aj,NA,NA,NA,6.62,1.68,9,4,8,4,1,6,1,5,69,2.05
Impensável,unthinkable,aj,NA,NA,NA,6.34,2.26,10,4,8,4,0,7,0,6,103,1.85
Imperativo,imperative,aj,NA,NA,NA,6.78,1.61,10,5,9,5,0,10,0,9,87,1.94
Impossível,impossible,aj,NA,NA,NA,5.47,1.52,10,4,8,4,1,7,2,6,1017,2.02
Importante,important,aj,NA,NA,NA,3.98,1.48,10,4,8,4,0,8,0,7,5960,3.01
Imprevisto,unforeseen,aj,NA,NA,NA,7.32,1.24,10,4,9,4,1,10,0,9,97,3.78
Incessante,incessant,aj,NA,NA,NA,8.22,0.85,10,4,7,4,0,10,1,4,79,1.99
Incompleto,incomplete,aj,NA,NA,NA,6.18,1.28,10,4,8,4,0,7,1,5,204,1.9
Inconstante,changeable,aj,NA,NA,NA,7.04,0.81,11,4,8,4,0,8,1,7,15,2.31
Incorrecto,incorrect,aj,NA,NA,NA,5.52,1.66,10,4,7,4,0,10,2,7,119,1.2
Indiscreto,indiscreet,aj,NA,NA,NA,7.73,1.11,10,4,9,4,0,8,1,7,32,2.08
Infalível,unfailing,aj,NA,NA,NA,8.06,1.03,9,4,8,4,0,6,1,8,70,1.52
Inferior,inferior,aj,NA,NA,NA,4.68,1.63,8,4,7,3,2,8,1,7,1466,1.85
Inocente,innocent,aj,NA,NA,NA,4.86,1.9,8,4,7,4,0,8,0,7,238,3.17
Intensivo,intensive,aj,NA,NA,NA,6.98,1.6,9,4,7,4,0,8,0,6,211,2.38
Intermédio,intermediate,aj,NA,NA,NA,6.86,1.28,10,4,9,4,0,7,0,6,312,2.33
Lamentável,regreattable,aj,NA,NA,NA,6.75,1.45,10,4,9,4,0,7,0,9,167,2.5
Luminoso,bright,aj,NA,NA,NA,5.61,1.32,8,4,8,4,0,8,0,6,441,2.23
Magnético,magnetic,aj,NA,NA,NA,7.35,1.46,9,4,9,4,0,5,0,9,300,2.65
Magnífico,magnificent,aj,NA,NA,NA,6.5,1.02,9,4,9,4,0,5,0,8,425,2.48
Manifesto,evident,aj,NA,NA,NA,7.46,1.25,9,4,9,4,0,9,0,9,134,2.63
Mediano,median,aj,NA,NA,NA,7.88,1.18,7,4,7,3,1,7,0,7,114,2.13
Melódico,melodious,aj,NA,NA,NA,7.68,1.35,8,4,8,4,1,5,1,5,27,2.06
Moderado,moderate,aj,NA,NA,NA,5.8,1.74,8,4,8,4,0,7,0,7,293,1.45
Necessário,necessary,aj,NA,NA,NA,5.98,1.41,10,4,9,4,0,7,0,9,4521,2.47
Negativo,negative,aj,NA,NA,NA,5.19,1.53,8,4,8,4,1,8,1,8,1497,3.66
Numeroso,numerous,aj,NA,NA,NA,6.79,1.2,8,4,8,4,0,6,0,6,817,3.18
Observável,observable,aj,NA,NA,NA,7.22,0.98,10,4,10,4,0,7,0,8,60,2.91
Ocidental,western,aj,NA,NA,NA,6.32,1.23,9,4,8,4,1,8,1,7,1044,1.79
Ofegante,panting,aj,NA,NA,NA,7.35,1.49,8,4,7,4,0,6,0,5,75,3.02
Ofegante,gasping,aj,NA,NA,NA,7.35,1.49,8,4,7,4,0,6,0,5,75,1.88
Ofensivo,offensive,aj,NA,NA,NA,7.53,1.22,8,4,7,4,1,8,1,7,234,1.88
Oficial,official,aj,NA,NA,NA,7.2,0.9,7,4,7,3,1,7,1,7,1641,2.37
Ondulante,wavy,aj,NA,NA,NA,6.24,2.01,9,4,7,4,0,7,0,5,47,3.22
Ordinário,ordinary,aj,NA,NA,NA,7.21,1.37,9,4,9,4,0,6,0,9,151,1.68
Pacífico,peaceful,aj,NA,NA,NA,6.32,1.6,8,4,8,4,0,4,0,5,263,2.18
Parlamentar,parliamentary,aj,NA,NA,NA,7.2,1.76,11,4,10,4,1,11,1,10,746,2.42
Particular,particular,aj,NA,NA,NA,6.5,1.37,10,4,10,4,1,10,1,10,1916,2.87
Penetrante,piercing,aj,NA,NA,NA,7.96,0.92,10,4,9,4,0,8,0,7,80,3.28
Pensativo,thoughtful,aj,NA,NA,NA,6.28,1.67,9,4,8,4,0,6,0,5,84,1.91
Penúltimo,penultimate,aj,NA,NA,NA,5.52,1.27,9,4,9,4,0,5,0,5,85,1.93
Perigoso,dangerous,aj,NA,NA,NA,4.26,2.18,8,4,8,4,0,8,0,6,807,1.93
Persistente,persistent,aj,NA,NA,NA,7.43,1.15,11,4,10,4,0,11,0,10,162,2.91
Poderoso,powerful,aj,NA,NA,NA,5.58,1.43,8,4,8,4,0,8,0,6,716,2.21
Poético,poetic,aj,NA,NA,NA,6.38,1.68,7,4,7,3,1,7,1,7,195,2.86
Político,politic,aj,2.16,NA,NA,5.48,1.58,8,4,8,4,2,8,2,8,18330,2.29
Racional,rational,aj,NA,NA,NA,7.15,1.57,8,4,8,3,2,8,4,8,54,4.26
Razoável,reasonable,aj,NA,NA,NA,6.4,1.44,8,4,8,3,0,5,0,8,389,1.74
Realista,realistic,aj,NA,NA,NA,6.74,1.76,8,4,8,3,0,7,1,7,149,2.59
Receptivo,receptive,aj,NA,NA,NA,6.32,1.6,9,4,8,4,0,9,0,8,91,2.18
Rectangular,rectangular,aj,NA,NA,NA,4.84,1.09,11,4,9,4,0,6,0,8,160,1.96
Referente,concerning,aj,NA,NA,NA,7.42,1.45,9,4,8,4,2,8,3,7,224,2.21
Regional,regional,aj,NA,NA,NA,6.17,1.45,8,4,8,3,0,8,0,7,1844,2.35
Resistente,resistant,aj,NA,NA,NA,6.73,1.17,10,4,9,4,0,7,0,8,178,3.27
Resultante,resultant,aj,NA,NA,NA,7.13,1.22,10,4,9,4,0,8,0,7,657,2.25
Respeitável,respectable,aj,NA,NA,NA,6.51,1.37,11,4,11,4,0,8,0,11,108,2.82
Retirado,secluded,aj,NA,NA,NA,6.82,0.87,8,4,8,4,1,8,1,8,151,2.04
Reversível,reversible,aj,NA,NA,NA,7.22,1.62,10,4,10,4,0,7,1,7,26,2.18
Ruidoso,noisy,aj,NA,NA,NA,6.38,1.67,7,4,7,3,1,7,1,5,114,1.43
Saliente,projecting,aj,NA,NA,NA,7.1,1.3,8,4,7,3,1,8,1,7,143,2.06
Sarcástico,sarcastic,aj,NA,NA,NA,7.92,1.4,10,4,10,4,0,5,0,10,45,2.16
Secundário,secondary,aj,NA,NA,NA,6,1.37,10,4,9,4,0,7,0,9,702,1.66
Separado,separated,aj,NA,NA,NA,5.16,1.6,9,4,9,4,1,9,0,7,422,2.85
Simbólico,symbolic,aj,NA,NA,NA,7.31,1.46,9,4,8,4,0,5,0,8,318,2.63
Simpático,nice,aj,NA,NA,NA,3.98,1.71,9,4,8,4,0,5,1,4,383,2.5
