word_portuguese,translate_word_english,cgram,familiar_mean,concrete_mean,imagine_mean,aoa_mean,aoa_sd,length,silo_n,phonemes,silphom_n,ond,oup,phoneme_density,phonome_up,frequency,frequency_log
Abertura,opening,no,NA,NA,NA,4.66,1.39,8,4,8,4,0,6,0,4,1628,2.76
Abordagem,approach,no,NA,NA,NA,6.94,1.53,9,4,9,4,1,7,1,7,351,3.21
Acessório,accessory,no,NA,NA,NA,7.15,1.3,9,4,8,4,0,6,0,5,179,2.55
Acidente,accident,no,NA,NA,NA,4.42,1.16,8,4,7,4,1,8,2,7,2016,2.26
Acusação,accusation,no,NA,NA,NA,6.76,1.39,8,4,8,4,0,6,0,6,1116,3.3
Adaptação,adaptation,no,NA,NA,NA,7.23,1.36,9,4,9,4,0,7,0,7,606,3.05
Adjectivo,adjective,no,NA,NA,NA,5.96,1.34,9,4,8,4,0,9,0,8,132,2.78
Adversário,opponent,no,NA,NA,NA,5.62,1.58,10,4,10,4,0,7,0,7,1113,2.12
Afirmação,affirmation,no,NA,NA,NA,6.16,1.65,9,4,9,4,0,7,0,7,706,3.05
Agricultor,farmer,no,1.7,NA,NA,4.41,1.41,10,4,10,4,0,9,0,9,527,2.85
Alegria,joy,no,1.53,2.2,3.38,2.7,1.38,7,4,7,4,1,6,1,6,1142,2.72
Aliado,ally,no,NA,NA,NA,6.83,1.68,6,4,6,3,5,5,8,5,234,3.06
Aliança,alliance,no,NA,NA,NA,5.62,1.56,7,4,6,3,0,5,0,4,339,2.37
Ambiente,environment,no,NA,NA,NA,4.85,1.87,8,4,6,3,0,8,0,6,2161,2.53
Amizade,friendship,no,NA,NA,NA,3.8,1.55,7,4,7,4,0,4,0,4,584,3.33
Amplitude,amplitude,no,NA,NA,NA,7.34,1.41,9,4,8,4,0,6,0,5,362,2.77
Análise,analysis,no,NA,NA,NA,6.34,1.77,7,4,7,4,0,5,0,5,1980,2.56
Analista,analyst,no,NA,NA,NA,7.28,1.51,8,4,8,4,1,7,1,6,307,3.3
Aparelho,machine,no,NA,NA,NA,5.64,1.41,8,4,7,4,1,8,1,7,1074,2.49
Aparência,appearance,no,NA,NA,NA,6.49,1.65,9,4,8,4,0,5,0,6,273,3.03
Apetite,appetite,no,NA,NA,NA,5,1.62,7,4,7,4,0,7,0,7,208,2.44
Aprovação,approval,no,NA,NA,NA,6.14,1.65,9,4,9,4,1,7,1,7,556,2.32
Arbitragem,refereeing,no,NA,NA,NA,6.24,1.42,10,4,10,4,0,8,0,8,482,2.75
Arquitecto,arquitect,no,1.9,NA,NA,6.37,1.3,10,4,8,4,0,10,0,8,615,2.68
Artefacto,artefact,no,NA,NA,NA,7.7,1.52,9,4,9,4,0,5,0,6,148,2.79
Assassínio,murder,no,NA,NA,NA,7.24,0.82,10,4,8,4,0,7,1,7,243,2.17
Assassino,murderer,no,NA,NA,NA,5.68,1.78,9,4,7,4,0,9,1,7,220,2.39
Atitude,attitude,no,NA,NA,NA,7.06,1.55,7,4,7,4,2,4,1,4,1716,2.34
Atmosfera,atmosphere,no,NA,NA,NA,6.24,1.29,9,4,9,4,0,7,0,9,833,3.23
Audiência,audience,no,NA,NA,NA,6.84,1.73,9,4,8,3,0,5,0,5,640,2.92
Auditório,auditorium,no,NA,NA,NA,6.64,1.95,9,4,9,4,0,6,0,6,313,2.81
Autarquia,council,no,NA,NA,NA,7.32,1.74,9,4,8,4,0,6,1,6,1914,2.5
Autoria,autorship,no,NA,NA,NA,7.3,1.11,7,4,7,4,1,7,0,7,349,3.28
Avenida,avenue,no,NA,NA,NA,5.44,1.78,7,4,7,4,0,5,0,4,330,2.54
Aventura,adventure,no,3.1,2.7,3.08,4.98,1.45,8,4,7,4,1,8,1,7,528,2.52
Balneário,changing room,no,NA,NA,NA,5.47,1.5,9,4,9,3,0,6,0,8,139,2.72
Basquetebol,basketball,no,NA,NA,NA,4.67,1.31,11,4,10,4,0,4,0,5,266,2.15
Brincadeira,play,no,NA,NA,NA,2.48,1.34,11,4,10,4,0,8,0,6,333,2.43
Calendário,calendar,no,NA,NA,NA,5.28,0.57,10,4,9,4,0,7,0,6,471,2.52
Camarada,comrade,no,NA,NA,NA,6.38,1.59,8,4,8,4,1,8,1,7,202,2.67
Capacete,helmet,no,NA,NA,NA,4.04,1.54,8,4,8,4,0,6,0,6,149,2.31
Carpinteiro,carpenter,no,2.35,NA,NA,4.92,1.69,11,4,10,4,0,11,0,10,115,2.18
Carruagem,carriage,no,NA,NA,NA,4.98,1.68,9,4,8,3,0,5,0,4,255,2.06
Cavaleiro,knight,no,NA,NA,NA,4.36,1.34,9,4,9,4,1,7,1,7,408,2.41
Celebração,celebration,no,NA,NA,NA,5.9,1.79,10,4,10,4,1,8,1,7,285,2.61
Cemitério,cemitery,no,NA,NA,NA,4.56,1.37,9,4,9,4,0,4,0,6,583,2.46
Centímetro,centimetre,no,NA,NA,NA,5.43,1.09,10,4,9,4,0,5,0,6,195,2.77
Chocolate,chocolate,no,1.65,NA,NA,2.4,1.54,9,4,8,4,0,9,0,6,218,2.29
Cientista,scientist,no,2.25,NA,NA,6.56,1.65,9,4,8,3,0,8,0,7,428,2.34
Circulação,circulation,no,NA,NA,NA,6.81,1.41,10,4,10,4,0,8,0,8,886,2.63
Cobertura,covering,no,NA,NA,NA,6.12,1.8,9,4,9,4,0,7,0,7,509,2.95
Cogumelo,mushroom,no,1.95,NA,NA,3.73,1.71,8,4,8,4,0,5,0,5,260,2.71
Colocação,collocation,no,NA,NA,NA,6.92,1.22,9,4,9,4,1,7,1,6,400,2.42
Comandante,commander,no,NA,NA,NA,5.08,1.64,10,4,8,4,0,8,0,6,712,2.6
Combinação,combination,no,NA,NA,NA,7.1,1.02,10,4,9,4,0,8,0,6,460,2.85
Combustível,fuel,no,NA,NA,NA,5.82,1.35,11,4,10,4,0,8,1,7,68,2.66
Comparação,comparison,no,NA,NA,NA,5.98,1.47,10,4,9,4,0,8,0,7,557,1.84
Competência,competence,no,NA,NA,NA,7.04,1.22,11,4,9,4,0,7,1,7,807,2.75
Competição,competititon,no,NA,NA,NA,5.54,1.42,10,4,9,4,0,8,0,7,935,2.91
Componente,component,no,NA,NA,NA,6.98,1.7,10,4,8,4,0,6,0,5,795,2.97
Composição,composition,no,NA,NA,NA,5.2,0.86,10,4,9,4,0,8,0,7,801,2.9
Comprimento,lenght,no,NA,NA,NA,4.94,1.15,11,4,9,4,1,8,1,7,686,2.9
Compromisso,commitment,no,NA,NA,NA,6.77,1.38,11,4,9,4,0,8,0,7,861,2.84
Computador,computer,no,NA,NA,NA,5.54,1.54,10,4,9,4,1,10,0,8,1637,2.94
Comunismo,communism,no,NA,NA,NA,7.84,1.53,9,4,9,4,0,8,0,8,109,3.21
Concentração,concentration,no,NA,NA,NA,5.95,1.31,12,4,10,4,0,10,0,8,699,2.04
Concorrente,chain,no,NA,NA,NA,5.83,1.37,11,4,8,4,0,9,0,7,465,2.85
Condensador,condenser,no,NA,NA,NA,7.92,1.2,11,4,9,4,0,9,1,7,277,2.67
Conferência,conference,no,NA,NA,NA,7.38,1.37,11,4,9,4,0,7,0,9,1240,2.44
Confiança,trust,no,2.97,2.08,2.37,6.65,0.99,9,4,7,3,0,7,0,5,1214,3.09
Consulado,consulate,no,NA,NA,NA,7.67,1.53,9,4,8,4,0,7,0,7,150,3.08
Consultório,office,no,NA,NA,NA,5.35,1.73,11,4,10,4,0,8,0,7,127,2.18
Contestação,refutation,no,NA,NA,NA,8.04,1.07,11,4,10,4,0,9,0,7,334,2.11
Continente,continent,no,NA,NA,NA,4.8,1.47,10,4,8,4,1,10,1,8,917,2.53
Convergência,convergence,no,NA,NA,NA,8.1,1.34,12,4,10,4,0,8,0,8,293,2.96
Conversação,conversation,no,NA,NA,NA,6.56,1.7,11,4,10,4,0,9,0,8,307,2.47
Costureiro,tailor,no,NA,NA,NA,5.96,1.28,10,4,10,4,1,10,1,10,157,2.49
Criatura,creature,no,NA,NA,NA,5.61,1.47,8,4,8,3,0,6,0,6,315,2.2
Criminoso,criminal,no,NA,NA,NA,6.12,1.5,9,4,9,4,0,9,0,7,209,2.5
Cruzamento,crossroads,no,NA,NA,NA,6.27,1.32,10,4,9,4,0,6,0,6,320,2.32
Currículo,curriculum,no,NA,NA,NA,7.8,1.81,9,4,8,4,0,5,1,6,175,2.51
Declaração,statement,no,NA,NA,NA,6.94,1.66,10,4,10,4,1,8,1,7,1762,2.25
Decreto-lei,act,no,NA,NA,NA,8.62,0.63,10,4,10,4,0,8,0,8,516,3.25
Definição,definition,no,NA,NA,NA,6.12,1.48,9,4,9,4,0,7,0,7,705,2.71
Degradação,degradation,no,NA,NA,NA,7.42,1.44,10,4,10,4,0,8,0,8,300,2.85
Delegação,delegation,no,NA,NA,NA,6.92,1.75,9,4,9,4,1,7,1,8,492,2.48
Densidade,thickness,no,NA,NA,NA,7.38,1.01,9,4,8,4,0,6,0,5,343,2.69
Dependência,dependence,no,NA,NA,NA,6.74,1.51,11,4,9,4,0,7,1,7,471,2.54
Depósito,deposit,no,NA,NA,NA,7.13,1.48,8,4,8,4,0,4,0,4,728,2.67
Desafio,challenge,no,NA,NA,NA,5.9,1.26,7,4,7,4,0,7,0,7,1014,2.86
Desempenho,performance,no,NA,NA,NA,7,1.35,10,4,8,4,1,10,0,7,403,3.01
Desespero,despair,no,NA,NA,NA,6.35,1.38,9,4,9,4,0,9,0,7,384,2.61
Designação,designation,no,NA,NA,NA,7.8,1.18,10,4,10,4,1,8,1,8,602,2.59
Desperdício,waste,no,NA,NA,NA,6.9,1.47,11,4,11,4,1,11,1,11,145,2.78
Deslocação,dislocation,no,NA,NA,NA,7.12,0.77,10,4,10,4,0,8,0,8,599,2.16
Despedida,farewell,no,NA,NA,NA,4.98,1.75,9,4,9,4,1,8,1,8,250,2.78
Diamante,diamant,no,NA,NA,NA,6.76,1.08,8,4,7,3,0,8,0,7,161,2.4
Dignidade,dignity,no,NA,NA,NA,7.44,1.35,9,4,9,4,0,6,1,6,517,2.21
Dinâmica,dynamic,no,NA,NA,NA,7.54,1.08,8,4,8,4,1,8,1,8,476,2.71
Dinamismo,dynamism,no,NA,NA,NA,7.36,1.69,9,4,9,4,0,7,0,7,216,2.68
Dinastia,dinasty,no,NA,NA,NA,6.2,1.36,8,4,8,4,0,5,0,5,565,2.34
Dinossauro,dinossaur,no,NA,NA,NA,3.88,1.59,10,4,9,4,0,4,0,5,137,2.75
Diplomata,diplomat,no,NA,NA,NA,7.08,1.7,9,4,9,4,0,9,0,9,204,2.14
Discípulo,disciple,no,NA,NA,NA,6.26,1.79,9,4,9,4,0,5,0,7,285,2.31
Discoteca,disco,no,NA,NA,NA,6.6,1.61,9,4,9,4,0,6,0,7,352,2.46
Disposição,mood,no,2.1,2.16,2.04,6.67,1.39,10,4,10,4,0,8,1,8,969,2.55
Divergência,divergence,no,NA,NA,NA,7.64,1.46,11,4,10,4,0,7,0,8,332,2.99
Divulgação,divulging,no,NA,NA,NA,7.49,1.08,10,4,10,4,0,8,0,7,505,2.52
Domicílio,dwelling,no,NA,NA,NA,6.92,1.54,9,4,9,4,0,6,0,9,155,2.7
Educador,educator,no,NA,NA,NA,4.64,2.15,8,4,8,4,1,8,0,6,123,2.19
Elefante,elephant,no,1.24,6.8,6.6,2.92,1.38,8,4,7,4,1,8,1,7,223,2.09
Elemento,element,no,NA,NA,NA,5.88,1.6,8,4,7,4,1,8,1,7,3759,2.35
Elevador,elevator,no,1.6,NA,NA,3.82,1.74,8,4,8,4,0,6,0,6,182,3.58
Elevação,elevation,no,NA,NA,NA,6.18,1.91,8,4,8,4,0,6,0,6,312,2.26
Embalagem,packet,no,NA,NA,NA,4.94,1.39,9,4,8,4,0,7,0,6,326,2.5
Embarcação,boat,no,NA,NA,NA,6.37,1.51,10,4,9,4,0,8,0,7,362,2.51
Emergência,emergency,no,NA,NA,NA,6.44,1.49,10,4,9,4,0,6,0,7,437,2.56
Empregado,waiter,no,NA,NA,NA,5.1,1.66,10,4,9,4,1,10,0,6,908,2.64
Encenador,stage manager,no,NA,NA,NA,7.51,1.35,9,4,8,4,0,7,1,6,154,2.96
Endereço,address,no,NA,NA,NA,5.83,1.53,8,4,7,4,0,8,1,5,165,2.19
Energia,energy,no,NA,NA,NA,4.96,1.83,7,4,7,4,0,6,1,6,2588,2.22
Enfermagem,nursing,no,NA,NA,NA,6.05,1.72,10,4,9,4,0,8,0,7,353,3.41
Enfermeiro,nurse,no,1.75,NA,NA,5.58,1.14,10,4,9,4,0,7,0,7,558,2.55
Engenheiro,engineer,no,2.25,NA,NA,6.44,1.8,10,4,8,4,0,7,0,6,630,2.75
Escândalo,scandal,no,NA,NA,NA,6.9,1.32,9,4,8,4,0,4,0,8,526,2.8
Escritório,office,no,2.1,5.82,5.29,5.12,1.45,10,4,10,4,0,7,0,7,662,2.72
Escultura,sculpture,no,NA,NA,NA,6.04,1.56,9,4,9,4,1,9,0,9,493,2.82
Espectador,viewer,no,NA,NA,NA,5.58,1.68,10,4,9,4,0,8,0,7,632,2.69
Esperança,hope,no,3.17,1.7,2.6,5.54,1.18,9,4,8,4,1,9,0,8,1562,2.8
Estatuto,statue,no,NA,NA,NA,7.72,1.4,8,4,8,4,0,8,0,8,1031,3.19
Estímulo,stimulus,no,NA,NA,NA,7.63,1.31,8,4,8,4,0,4,0,8,443,3.01
Estrutura,structure,no,NA,NA,NA,6.31,1.4,9,4,9,4,2,9,0,9,2881,2.65
Eucalipto,eucalyptus,no,NA,NA,NA,4.96,1.65,9,4,9,4,0,5,0,5,200,3.46
Evidência,evidence,no,NA,NA,NA,7.3,1.18,9,4,8,4,1,9,1,8,382,2.3
Evolução,evolution,no,NA,NA,NA,7.3,0.99,8,4,8,4,2,6,0,7,2008,2.58
Excendente,exceeding,no,NA,NA,NA,7.52,1.39,9,4,9,4,1,9,1,9,215,3.3
Exibição,exhibition,no,NA,NA,NA,7.38,1.38,8,4,8,4,0,6,0,7,500,2.33
Existência,existence,no,NA,NA,NA,6.8,1.31,10,4,9,4,0,6,0,6,2419,2.7
Explicação,explanation,no,NA,NA,NA,4.96,1.4,10,4,11,4,0,8,0,8,857,3.38
Exploração,exploration,no,NA,NA,NA,6.16,1.65,10,4,11,4,0,8,0,8,1195,2.93
Exportação,exportation,no,NA,NA,NA,6.9,1.92,10,4,11,4,1,8,1,9,759,3.08
Fabricante,manufacturer,no,NA,NA,NA,5.43,1.27,10,4,9,4,0,8,0,7,245,2.88
Federação,federation,no,NA,NA,NA,7.53,1.34,9,4,9,4,0,7,0,7,264,2.39
Fenómeno,phenomenon,no,NA,NA,NA,6.98,1.4,8,4,8,4,0,5,0,5,1435,2.42
Ferimento,wound,no,NA,NA,NA,6.44,1.2,9,4,8,4,1,5,1,5,246,3.16
Ferramenta,tool,no,2.6,NA,NA,4.64,1.82,10,4,8,4,0,6,0,5,439,2.39
Fotógrafo,photographer,no,NA,NA,NA,4.79,1.43,9,4,9,4,1,5,1,5,200,2.64
Fundamento,reason,no,NA,NA,NA,7,1.46,10,4,8,4,0,10,0,8,283,2.3
Galeria,gallery,no,NA,NA,NA,6.3,1.68,7,4,7,4,1,6,0,4,457,2.45
Garantia,guarantee,no,NA,NA,NA,5.66,1.83,8,4,7,4,1,8,1,7,893,2.66
Governador,governor,no,NA,NA,NA,6.86,1.16,10,4,10,4,0,10,0,10,645,2.95
Governante,governing,no,NA,NA,NA,7.07,1.52,10,4,9,4,1,10,1,9,630,2.81
Gravidade,gravity,no,NA,NA,NA,7.1,1.28,9,4,9,4,0,7,0,7,440,2.8
Habitante,inhabitant,no,NA,NA,NA,5.5,1.09,9,4,7,4,0,7,0,5,1306,2.64
Heroína,heroine,no,NA,NA,NA,6.92,1.4,7,4,6,3,0,6,0,6,304,3.12
Hipótese,chance,no,NA,NA,NA,6.88,1.52,8,4,7,4,0,5,0,5,1858,2.48
Homenagem,homage,no,NA,NA,NA,6.98,1.46,9,4,8,4,0,9,0,5,459,3.27
Homicídio,homicide,no,NA,NA,NA,7.52,0.86,9,4,8,4,0,6,0,7,293,2.66
Horizonte,horizon,no,NA,NA,NA,5.9,1.63,9,4,7,4,0,9,0,7,746,2.47
Imigrante,immigrant,no,NA,NA,NA,7,1.36,9,4,8,4,1,7,0,6,167,2.87
Imperador,emperor,no,NA,NA,NA,6.19,1.71,9,4,8,4,0,7,1,6,512,2.23
Importância,importance,no,NA,NA,NA,5.46,1.34,11,4,9,4,0,7,0,7,2596,2.71
Importante,important,no,NA,NA,NA,4.46,1.3,10,4,8,4,0,8,0,7,5960,3.41
Imprudente,rash,no,NA,NA,NA,6.98,1.44,10,4,8,4,0,10,1,8,16,3.78
Incentivo,incentive,no,NA,NA,NA,6.32,1.36,9,4,7,4,0,9,0,7,359,1.23
Incidência,incidence,no,NA,NA,NA,7.12,1.7,10,4,8,4,0,6,0,6,404,2.56
Incómodo,uncomfortable,no,NA,NA,NA,6.35,1.33,8,4,7,4,0,5,1,4,173,2.61
Indicação,direction,no,NA,NA,NA,6.34,1.24,9,4,8,4,1,7,0,6,585,2.24
Indicador,indicative,no,NA,NA,NA,6.4,1.65,9,4,8,4,0,7,0,6,497,2.77
Indivíduo,individual,no,NA,NA,NA,6.06,1.6,9,4,8,4,0,6,0,8,2410,2.7
Influência,influence,no,NA,NA,NA,6.8,1.23,10,4,8,3,0,6,2,8,1954,3.38
Inimigo,enemy,no,NA,NA,NA,4.55,1.32,7,4,7,4,0,6,1,4,740,3.29
Inovação,innovation,no,NA,NA,NA,6.92,1.22,8,4,8,4,0,6,1,5,490,2.87
Inspiração,inspiration,no,NA,NA,NA,7.64,0.85,10,4,9,4,0,8,1,6,321,2.69
Inquérito,questionnaire,no,NA,NA,NA,7.18,1.26,9,4,7,4,0,5,0,3,1006,2.51
Instalação,installation,no,NA,NA,NA,6.06,1.36,10,4,9,4,1,9,1,8,2361,3
Instantâneo,immediate,no,NA,NA,NA,7.16,1.11,11,4,9,4,0,8,0,9,71,3.37
Interesse,interest,no,3.13,2.12,2.54,5.75,1.51,9,4,7,4,0,9,0,5,3467,1.86
Interior,interior,no,NA,NA,NA,5.17,1.36,8,4,7,3,2,8,2,7,2102,3.54
Intérprete,interpreter,no,NA,NA,NA,6.54,1.39,10,4,9,4,0,4,0,6,283,3.32
Intervalo,break,no,NA,NA,NA,4.54,1.99,9,4,8,4,0,9,0,6,1295,2.45
Intervenção,intervention,no,NA,NA,NA,7.08,1.34,11,4,9,4,0,9,0,8,2029,3.11
Ironia,irony,no,NA,NA,NA,7.98,0.98,6,4,6,4,0,6,0,4,350,3.31
Irresponsável,irresponsable,no,NA,NA,NA,6.38,1.41,11,4,10,4,0,8,1,7,3368,2.55
Jornalista,journalist,no,2.05,NA,NA,5.15,1.63,10,4,10,4,0,7,0,7,1906,3.53
Lançamento,launch,no,NA,NA,NA,6.14,1.41,10,4,8,4,0,6,0,5,682,3.28
Legislação,legislation,no,NA,NA,NA,7.98,1.3,10,4,10,4,0,8,0,8,729,2.83
Libertação,liberation,no,NA,NA,NA,6.57,1.55,10,4,10,4,1,8,1,8,399,2.86
Libertador,liberator,no,NA,NA,NA,6.92,1.59,10,4,10,4,0,8,0,8,22,2.6
Liderança,leadership,no,NA,NA,NA,7.43,1.22,9,4,8,4,0,7,0,6,880,1.36
Limitação,limitation,no,NA,NA,NA,6.74,0.92,9,4,9,4,2,7,2,7,395,2.94
Mão-de-obra,labour,no,NA,NA,NA,7.21,1.37,10,4,8,3,0,4,0,4,386,2.6
Material,material,no,NA,NA,NA,4.18,1.21,8,4,8,3,2,8,2,8,2324,2.59
Mecanismo,mechanism,no,NA,NA,NA,6.52,1.67,9,4,9,4,0,7,0,7,778,3.37
Medicina,medicine,no,NA,NA,NA,5.22,1.45,8,4,8,4,1,8,0,4,593,2.89
Mentiroso,liar,no,NA,NA,NA,3.54,1.59,9,4,8,4,0,7,0,6,38,2.77
Ministério,ministry,no,NA,NA,NA,7.58,1.03,10,4,10,4,0,7,0,7,571,1.59
Molécula,molecule,no,NA,NA,NA,8.19,0.98,8,4,8,4,0,5,0,5,352,2.76
Monarquia,monarchy,no,NA,NA,NA,6.48,1.2,9,4,8,4,0,6,0,5,311,2.55
Motorista,driver,no,1.95,NA,NA,4.48,1.35,9,4,9,4,0,7,0,7,333,2.49
Munícipe,citizen,no,NA,NA,NA,7.56,1.58,8,4,8,4,0,4,0,6,193,2.52
Município,township,no,NA,NA,NA,6.96,1.44,9,4,9,4,0,6,0,8,1205,2.29
Nascimento,birth,no,NA,NA,NA,3.76,1.36,10,4,9,4,0,5,0,5,417,3.08
Natureza,nature,no,NA,NA,NA,4.23,1.39,8,4,8,4,0,6,0,6,2291,2.62
Nevoeiro,fog,no,NA,NA,NA,6.16,1.11,8,4,8,3,0,6,0,5,386,3.36
Nomeação,nomination,no,NA,NA,NA,7.28,1.53,8,4,8,3,0,6,0,5,375,2.59
Observação,observation,no,NA,NA,NA,6.38,1.32,10,4,10,4,0,8,0,8,1022,2.58
Observador,observer,no,NA,NA,NA,5.74,1.48,10,4,10,4,0,8,0,8,321,3.01
Obstáculo,obstacle,no,NA,NA,NA,5.7,1.93,9,4,9,4,0,5,0,6,493,2.51
Ocasião,occasion,no,NA,NA,NA,5.62,1.41,7,4,7,3,0,6,0,6,1215,2.69
Ocupação,occupation,no,NA,NA,NA,6.08,1.41,8,4,8,4,0,6,0,5,774,3.08
Ocupante,occupant,no,NA,NA,NA,6.29,1.6,8,4,7,4,0,6,0,5,137,2.89
Oficina,workshop,no,NA,NA,NA,5.33,1.58,7,4,7,4,0,6,0,5,443,2.14
Operador,operator,no,NA,NA,NA,6.63,1.35,8,4,8,4,0,6,1,6,504,2.65
Opinião,opinion,no,NA,NA,NA,5.59,1.21,7,4,7,3,0,6,0,6,3215,2.7
Opositor,opponent,no,NA,NA,NA,6.84,1.53,8,4,8,4,0,6,0,6,230,3.51
Optimismo,optimism,no,NA,NA,NA,6.95,1.4,9,4,8,4,0,8,0,7,242,2.36
Orçamento,budget,no,NA,NA,NA,7.1,0.99,9,4,8,4,1,9,1,8,1600,2.39
Organismo,organism,no,NA,NA,NA,6.54,1.67,9,4,9,4,0,8,0,7,1184,3.2
Orifício,opening,no,NA,NA,NA,7.37,1.54,8,4,8,4,0,4,0,4,127,3.07
Paciente,patient,no,NA,NA,NA,5.72,1.63,8,4,7,3,0,8,1,7,204,2.11
Pagamento,payment,no,NA,NA,NA,5.08,1.43,9,4,8,4,1,5,2,5,1714,2.31
Paraíso,paradise,no,NA,NA,NA,5.32,1.54,7,4,7,4,0,5,0,5,288,3.23
Paralelo,parallel,no,NA,NA,NA,6.2,1.36,8,4,8,4,1,8,1,8,437,2.46
Parâmetro,parameter,no,NA,NA,NA,7.36,1.54,9,4,9,4,0,4,0,6,223,2.64
Parasita,parasite,no,NA,NA,NA,6.58,1.98,8,4,8,4,0,8,0,8,235,2.35
Passageiro,passenger,no,NA,NA,NA,5.42,1.13,10,4,9,4,0,8,0,6,709,2.37
Património,patrimony,no,NA,NA,NA,7.56,1.28,10,4,10,4,1,7,1,7,954,2.85
Patrocínio,sponsorship,no,NA,NA,NA,7.6,1.12,10,4,10,4,1,7,1,9,194,2.98
Percentagem,percentage,no,NA,NA,NA,6.69,1.35,11,4,10,4,0,6,0,5,718,2.29
Permanência,permanence,no,NA,NA,NA,7.35,0.86,11,4,10,4,0,7,0,8,277,2.86
Personagem,character,no,NA,NA,NA,5.18,1.33,10,4,10,4,0,8,0,7,1104,2.44
Perspectiva,perspective,no,NA,NA,NA,7.51,1.23,11,4,10,4,0,6,0,6,1518,3.04
Perturbação,disorder,no,NA,NA,NA,8.08,0.78,11,4,11,4,0,9,0,8,460,3.18
Pesadelo,nightmare,no,NA,NA,NA,4.08,1.71,8,4,8,4,0,6,0,5,311,2.66
Política,politics,no,NA,NA,NA,5.96,1.84,8,4,8,4,1,8,1,8,11455,2.49
Poluição,pollution,no,NA,NA,NA,4.86,1.55,8,4,8,3,0,6,0,6,529,4.06
População,population,no,NA,NA,NA,4.98,1.33,9,4,9,4,0,8,0,7,4501,2.72
Povoação,village,no,NA,NA,NA,6,1.44,8,4,8,3,0,6,0,6,521,3.65
Prejuízo,loss,no,NA,NA,NA,7.26,1.16,8,4,8,3,0,6,0,5,854,2.72
Preparação,preparation,no,NA,NA,NA,6.3,1.49,10,4,10,4,1,8,0,8,1061,2.93
Presidência,presidency,no,NA,NA,NA,6.63,1.47,11,4,10,4,2,7,1,10,881,3.03
Pressuposto,assumption,no,NA,NA,NA,7.86,1.2,11,4,10,4,0,10,0,8,203,2.95
Privilégio,privilege,no,NA,NA,NA,7.55,1.16,10,4,10,4,0,7,0,7,318,2.31
Programa,program,no,NA,NA,NA,5.51,1.31,11,4,11,4,0,9,0,9,3787,2.5
Proibição,prohibition,no,NA,NA,NA,4.8,1.73,9,4,9,3,0,7,0,7,257,3.58
Propaganda,propaganda,no,NA,NA,NA,7.5,1.2,10,4,9,4,0,10,0,9,410,2.41
Propósito,purpose,no,NA,NA,NA,8,1.01,9,4,9,4,0,5,0,6,1443,2.61
Proteína,protein,no,NA,NA,NA,7.18,1.35,8,4,8,4,0,6,0,5,218,3.16
Quantidade,quantity,no,NA,NA,NA,5.31,1.34,10,4,9,4,0,7,0,6,1719,2.34
Quilómetro,kilometer,no,NA,NA,NA,5.98,0.99,10,4,9,4,0,5,0,5,1928,3.24
Radiação,radiation,no,NA,NA,NA,7.16,1.69,8,4,8,3,2,6,3,6,427,3.29
Rapariga,girl,no,NA,NA,NA,2.2,1.14,8,4,8,4,0,6,0,5,1641,2.63
Reclamação,complaint,no,NA,NA,NA,6.44,1.91,10,4,10,4,1,8,1,8,251,3.22
Recordação,memory,no,NA,NA,NA,6.32,1.53,10,4,10,4,0,8,0,7,385,2.4
Reembolso,refund,no,NA,NA,NA,7.08,1.29,9,4,8,3,0,9,0,8,112,2.59
Referendo,referendum,no,NA,NA,NA,7.69,1.26,9,4,8,4,1,9,1,8,751,2.05
Relevante,relevant,no,NA,NA,NA,7.14,1.26,9,4,8,4,0,9,1,8,427,2.88
Religião,religion,no,3.03,2.1,2.92,5.49,1.43,8,4,8,3,0,7,1,7,1155,2.63
Renovação,renewal,no,NA,NA,NA,6.57,1.37,9,4,9,4,0,7,0,6,423,3.06
Repartição,partition,no,NA,NA,NA,8.18,0.98,10,4,10,4,0,8,0,8,278,2.63
Repetição,repetition,no,NA,NA,NA,4.88,1.04,9,4,9,4,0,7,0,7,324,2.45
Reportagem,reporting,no,NA,NA,NA,6.4,1.58,10,4,10,4,0,6,0,5,378,2.51
Respiração,breathing,no,NA,NA,NA,4.85,1.29,10,4,10,4,0,8,0,8,307,2.58
Restaurante,restaurant,no,NA,NA,NA,3.48,1.64,11,4,10,4,0,9,0,8,884,2.49
Resultado,result,no,NA,NA,NA,4.94,1.53,9,4,9,4,0,8,0,8,5745,2.95
Retirada,retreat,no,NA,NA,NA,6.66,1.65,8,4,8,4,1,8,1,8,295,3.76
Reunião,reunion,no,NA,NA,NA,4.87,1.59,7,4,7,2,0,6,0,5,2470,2.47
Sacerdote,priest,no,NA,NA,NA,6.06,1.56,9,4,9,4,0,9,0,8,315,3.39
Sacrifício,sacrifice,no,NA,NA,NA,6.79,1.47,10,4,10,4,0,7,0,8,456,2.5
Santuário,sanctuary,no,NA,NA,NA,6.29,1.7,9,4,8,3,0,5,0,4,214,2.66
Satisfação,satisfaction,no,NA,NA,NA,5.59,1.66,10,4,10,4,0,9,1,9,522,2.33
Secretário,secretary,no,NA,NA,NA,5.92,1.4,10,4,10,4,1,10,1,10,1544,2.72
Semelhança,similarity,no,NA,NA,NA,5.59,1.37,10,4,8,4,0,9,0,7,687,3.19
