word_polish,translate_word_english,pos,length,frequency_subtlex_pl,frequency_kazojc2011,valence_n,valence_minimum,valence_maximum,valence_mean,valence_sd,arousal_n,arousal_minimum,arousal_maximum,arousal_mean,arousal_sd,dominance_n,dominance_minimum,dominance_maximum,dominance_mean,dominance_sd,origin_n,origin_minimum,origin_maximum,origin_mean,origin_sd,significance_n,significance_minimum,significance_maximum,significance_mean,significance_sd,concrete_n,concrete_minimum,concrete_maximum,concrete_mean,concrete_sd,imagine_n,imagine_minimum,imagine_maximum,imagine_mean,imagine_sd,aoa_n,aoa_minimum,aoa_maximum,aoa_mean,aoa_sd,valence_n_female,valence_minimum_female,valence_maximum_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_minimum_female,arousal_maximum_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_minimum_female,dominance_maximum_female,dominance_mean_female,dominance_sd_female,origin_n_female,origin_minimum_female,origin_maximum_female,origin_mean_female,origin_sd_female,significance_n_female,significance_minimum_female,significance_maximum_female,significance_mean_female,significance_sd_female,concrete_n_female,concrete_minimum_female,concrete_maximum_female,concrete_mean_female,concrete_sd_female,imagine_n_female,imagine_minimum_female,imagine_maximum_female,imagine_mean_female,imagine_sd_female,aoa_n_female,aoa_minimum_female,aoa_maximum_female,aoa_mean_female,aoa_sd_female,valence_n_male,valence_minimum_male,valence_maximum_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_minimum_male,arousal_maximum_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_minimum_male,dominance_maximum_male,dominance_mean_male,dominance_sd_male,origin_n_male,origin_minimum_male,origin_maximum_male,origin_mean_male,origin_sd_male,significance_n_male,significance_minimum_male,significance_maximum_male,significance_mean_male,significance_sd_male,concrete_n_male,concrete_minimum_male,concrete_maximum_male,concrete_mean_male,concrete_sd_male,imagine_n_male,imagine_minimum_male,imagine_maximum_male,imagine_mean_male,imagine_sd_male,aoa_n_male,aoa_minimum_male,aoa_maximum_male,aoa_mean_male,aoa_sd_male
formowanie,formation,N,10,23,62,50,3,8,5.5,0.909137290096989,50,1,8,3.62,2.04929056913233,50,1,9,6.52,1.41767271200632,50,1,9,6.62,1.62744321823265,50,1,9,4.08,2.28428526757791,50,1,8,4.84,1.93105659985323,50,1,9,5.72,2.12890697259396,50,4,17,10.2,3.45820526768863,25,5,8,5.68,0.945163125250522,25,1,7,3.52,1.82847842025366,25,4,9,7,1.19023807142381,25,1,9,6.72,1.74451521441727,25,1,9,4.32,2.51197133741609,25,1,8,4.56,1.98074060223274,25,2,9,5.84,2.13463501954472,25,4,17,10.56,3.53647658929996,25,3,7,5.32,0.852447456836295,25,1,8,3.72,2.28254244210267,25,1,8,6.04,1.48548533034381,25,3,9,6.52,1.53079500042734,25,1,9,3.84,2.05507501890645,25,1,8,5.12,1.87794213613377,25,1,9,5.6,2.16024689946929,25,5,17,9.84,3.4117444218464
forsa,moolah,N,5,1812,405,50,3,9,5.84,1.53010603874239,50,1,7,4.2,2.1092604371762,50,1,9,6.4,1.86262925862933,50,1,9,6.42,2.04130810401326,50,1,7,3.68,1.95291514178686,50,1,9,2.4,1.8516401995451,49,1,9,7.55102040816327,1.84911267560277,50,3,16,8.92,3.10259930525674,25,3,9,5.72,1.54164414397962,25,1,7,4.72,2.13150963716642,25,2,9,6.76,1.92093727122985,25,3,9,6.16,2.07525098883645,25,1,7,4,2.14087209644419,25,1,5,1.92,1.32035348802256,25,4,9,7.68,1.57374288454838,25,3,16,9,3.36650164612069,25,3,9,5.96,1.54056266777218,25,1,7,3.68,1.99415813481947,25,1,8,6.04,1.76729548557488,25,1,9,6.68,2.01494416796099,25,1,6,3.36,1.72916164657906,25,1,9,2.88,2.1855586623714,24,1,9,7.41666666666667,2.12473357238577,25,4,16,8.84,2.88212884282897
fort,fort,N,4,1052,966,49,4,9,5.55102040816327,1.10040190555156,50,1,8,3.82,1.85922959687005,50,2,9,6.32,1.47689691237944,49,1,9,6.61224489795918,1.69332422730424,50,1,8,3.4,2.33867222053499,48,1,9,2.29166666666667,1.98888756818108,47,1,9,7.17021276595745,2.00346600687485,50,4,17,10.36,3.60136028722028,24,4,9,5.41666666666667,1.24818709114169,25,1,8,4.16,1.86368809979925,25,2,9,5.8,1.68325082306035,24,3,9,6.91666666666667,1.58571521832364,25,1,8,2.96,2.24499443206436,25,1,9,1.96,2.15019378971602,22,4,9,7.22727272727273,1.84988592136865,25,4,17,10.56,3.60647565729573,25,4,7,5.68,0.945163125250522,25,1,7,3.48,1.82847842025366,25,5,8,6.84,1.02794292967395,25,1,9,6.32,1.77294481959629,25,1,8,3.84,2.39234891546642,23,1,7,2.65217391304348,1.77376578478911,25,1,9,7.12,2.16641024123626,25,5,17,10.16,3.6592348927064
fortepian,piano,N,9,301,1073,50,5,9,6.32,1.25258915524474,50,1,9,3.58,2.04130810401326,50,2,8,5.8,1.38505138783324,50,1,9,5.6,2.0303814862217,50,1,7,3.26,1.88235631752398,50,1,9,1.8,1.62882203585591,50,1,9,8.2,1.48461497791618,50,3,13,8.38,2.82040668655267,25,5,9,6.52,1.32664991614216,25,1,9,3.8,2.23606797749979,25,2,8,5.88,1.39403491108843,25,3,9,5.84,2.05507501890645,25,1,7,3.48,2.02319878739914,25,1,6,1.48,1.29486163997034,25,5,9,8.52,1.00498756211209,25,3,13,8.2,2.69258240356725,25,5,9,6.12,1.16619037896906,25,1,7,3.36,1.84571575998762,25,3,8,5.72,1.4,25,1,9,5.36,2.01825006709608,25,1,7,3.04,1.74355957741627,25,1,9,2.12,1.87794213613377,25,1,9,7.88,1.81015653098473,25,4,13,8.56,2.98719489376461
fotel,armchair,N,5,704,3310,50,4,8,6.02,1.09712053548722,50,1,8,2.64,2.00774012465838,50,2,8,5.52,1.1647895491794,50,1,9,5.58,1.80803196648642,50,1,7,2.8,1.77281052085584,50,1,9,1.82,1.74601587294372,50,1,9,8.2,1.61624407128354,50,3,13,6.46,2.71961882082991,25,4,8,5.88,1.16619037896906,25,1,8,2.48,1.89560896108172,25,3,8,5.48,1.04562580942387,25,3,9,6,1.77951304200522,25,1,7,2.64,1.9122412679018,25,1,9,1.6,1.77951304200522,25,3,9,8.2,1.58113883008419,25,3,13,6.28,2.37205958328763,25,5,8,6.16,1.02794292967395,25,1,8,2.8,2.14087209644419,25,2,8,5.56,1.29357386079548,25,1,8,5.16,1.77200451466694,25,1,6,2.96,1.64519502390041,25,1,8,2.04,1.71949605020386,25,1,9,8.2,1.68325082306035,25,3,13,6.64,3.06702896410625
fracht,freight,N,6,9,17,25,4,7,5.08,0.812403840463596,34,1,8,3.47058823529412,2.23247782055082,33,2,9,5.39393939393939,1.32144319636227,33,1,9,6.6060606060606,1.88645490834319,42,1,7,2.78571428571429,1.82844348419985,23,1,9,3.82608695652174,2.75766986475973,19,1,8,4.47368421052632,2.38905888148059,36,4,18,12.1111111111111,4.20052906720623,11,4,7,5.09090909090909,0.831209414593634,15,1,8,3.53333333333333,2.41621506453694,15,2,9,5.2,1.52127765851133,12,4,9,6.91666666666667,1.72986249234563,18,1,7,3.22222222222222,2.04523997025965,6,1,6,3.16666666666667,2.48327740429189,5,2,7,3.8,2.48997991959775,14,6,18,12.9285714285714,4.08494959415819,14,4,7,5.07142857142857,0.828741930164745,19,1,7,3.42105263157895,2.14257865079763,18,3,8,5.55555555555556,1.14902629992028,21,1,9,6.42857142857143,1.98925686052427,24,1,6,2.45833333333333,1.61458479429574,17,1,9,4.05882352941176,2.8825029972945,14,1,8,4.71428571428571,2.39963367167611,22,4,18,11.5909090909091,4.28351314326043
frajda,pleasure,N,6,237,72,50,5,9,7.52,1.12920416259254,49,1,9,5.12244897959184,2.36847923308418,49,3,9,6.04081632653061,1.32223270256332,50,1,9,3.86,2.05048525864449,50,1,8,4.2,2.35606035749581,49,1,9,6,2.28217732293819,50,1,9,5.82,1.81479183041888,50,3,14,7.9,2.8517806825253,25,6,9,7.84,0.94339811320566,24,1,9,5.04166666666667,2.44022747811091,25,3,9,6.04,1.51327459504216,25,1,9,3.92,1.95618676681616,25,1,8,4.48,2.4,25,1,9,5.92,2.25314594881616,25,3,9,6.08,1.86904610251683,25,3,14,7.28,2.86530975637888,25,5,9,7.2,1.22474487139159,25,1,9,5.2,2.34520787991171,24,3,9,6.04166666666667,1.12207752451178,25,1,8,3.8,2.17944947177034,25,1,8,3.92,2.3259406699226,24,1,9,6.08333333333333,2.35753494449027,25,1,8,5.56,1.75783958312469,25,5,14,8.52,2.75560035805872
frajer,loser,N,6,1096,181,50,1,9,3.12,1.61169197441948,50,1,9,4.9,1.94043967245802,50,1,8,3.02,1.67197793169696,50,1,9,4.5,1.92989372658661,50,1,9,3.72,2.25007936367968,50,1,9,4.6,2.33867222053499,50,1,9,5.56,2.42571260306184,50,3,15,9.06,2.99257584767398,25,1,9,3.08,1.86904610251683,25,1,8,4.96,1.71949605020386,25,1,7,2.88,1.26885775404495,25,2,8,4.76,1.50775771705315,25,1,9,3.96,2.40624188310319,25,1,9,4.6,2.58198889747161,25,1,9,5.76,2.65015722804013,25,3,15,8.88,3.2316146634977,25,1,8,3.16,1.34412301024373,25,1,9,4.84,2.1733231083604,25,1,8,3.16,2.01411684533611,25,1,9,4.24,2.2781571499789,25,1,8,3.48,2.10396451174127,25,1,8,4.6,2.12132034355964,25,1,9,5.36,2.21509969677815,25,6,15,9.24,2.78806982217686
francja,france,N,7,774,0,50,1,8,5.86,1.55195728954486,50,1,9,3.7,2.38404560975409,50,1,9,5.06,1.91033707892142,50,1,9,5.08,2.28428526757791,50,1,9,2.9,2.41804441140154,50,1,9,2.46,2.17790387899063,50,1,9,6.92,2.23916894204533,50,4,17,9.96,3.45796920466452,25,4,8,6.24,1.2675435561221,25,1,9,4.04,2.63754936762645,25,1,9,5.72,1.76823829464998,25,1,9,5.12,2.2420228961067,25,1,9,2.72,2.24573670169353,25,1,8,2.2,2.08166599946613,25,2,9,6.64,2.17715410570772,25,4,15,9.8,3.18852107828483,25,1,8,5.48,1.73493515728975,25,1,8,3.36,2.09920619917784,25,1,7,4.4,1.84842275106824,25,1,9,5.04,2.37135685491099,25,1,9,3.08,2.61278905896872,25,1,9,2.72,2.28254244210267,25,1,9,7.2,2.3094010767585,25,5,17,10.12,3.76740405761492
frędzle,fringe,N,7,27,126,49,3,7,5.22448979591837,0.941304638131943,50,1,8,4.08,2.07846096908265,50,1,7,4.44,1.3576690709162,50,1,9,5.08,2.09800682864981,50,1,6,2.86,1.87366278847021,50,1,9,2.18,2.14466590329,49,1,9,7.40816326530612,1.94634665620553,50,4,16,9.5,3.21507926712197,24,4,7,5.41666666666667,0.880546602310508,25,1,8,4.56,1.85022521151706,25,1,6,4.32,1.46401275039985,25,1,9,4.88,1.98578280114753,25,1,6,3.04,1.85921130231791,25,1,9,1.68,1.77294481959629,25,3,9,7.96,1.45716619962629,25,4,16,8.8,3.45205252953466,25,3,7,5.04,0.978093383408081,25,1,8,3.6,2.21735578260835,25,1,7,4.56,1.26095202129185,25,1,9,5.28,2.22710574513201,25,1,6,2.68,1.90875177362939,25,1,8,2.68,2.39304547943968,24,1,9,6.83333333333333,2.2393063108077,25,5,16,10.2,2.85773803324704
frisbee,frisbee,N,7,147,0,48,2,9,6.20833333333333,1.45804201750934,48,1,9,3.97916666666667,2.47101997489135,50,1,9,5.42,1.78531424090425,47,1,9,4.82978723404256,2.17014474508409,48,1,6,2.29166666666667,1.59731601122518,49,1,7,1.97959183673469,1.70158989279594,49,1,9,7.57142857142857,2,48,3,18,10.6875,3.62706287598974,24,2,9,6.16666666666667,1.37260991217989,23,1,9,4.21739130434783,2.33465048462837,25,1,9,5.52,2.00249843945008,22,3,9,5.40909090909091,2.17472693215429,24,1,6,2.54166666666667,1.79320375589193,25,1,5,1.32,0.9,24,2,9,7.75,1.98362864687311,24,3,17,10.4583333333333,3.48885388763636,24,3,9,6.25,1.56732949284139,25,1,9,3.76,2.61852375713238,25,1,8,5.32,1.57374288454838,25,1,9,4.32,2.07605394920267,24,1,6,2.04166666666667,1.3666578295932,24,1,7,2.66666666666667,2.05715435929612,25,1,9,7.4,2.04124145231931,24,5,18,10.9166666666667,3.82118427655123
frustracja,frustration,N,10,81,128,50,1,5,2.82,1.04373739757759,50,1,9,6.16,2.02393837124855,50,1,9,3.9,1.98206241793023,50,1,8,4.08,2.33727558128201,50,1,9,4.34,2.59206009000642,50,1,9,6.48,1.95082400172703,50,1,9,5.8,1.92724822331886,50,4,18,11.66,3.54337553811075,25,1,5,2.72,1.1,25,1,9,6.6,1.73205080756888,25,1,7,3.56,1.80462369115189,25,1,8,3.96,2.31804515342849,25,1,9,4.8,2.76887462097269,25,4,9,6.52,1.58429795177549,25,2,9,6,1.97905701450632,25,4,18,11.76,3.75588427226754,25,1,5,2.92,0.99666109251507,25,1,9,5.72,2.22710574513201,25,1,9,4.24,2.12681295212657,25,1,8,4.2,2.39791576165636,25,1,9,3.88,2.3685438564654,25,1,9,6.44,2.29274217186902,25,1,9,5.6,1.89296944860009,25,4,18,11.56,3.39214779552228
frustrację,frustration,N,10,159,157,50,1,6,2.82,1.08213696368032,50,1,9,5.84,2.51006138635399,50,1,8,3.4,1.53861851632414,50,1,9,4.24,2.34355390336113,50,1,8,4.26,2.17415242692646,50,2,9,6.78,1.71773462586569,49,1,9,4.87755102040816,2.2326428011554,50,4,16,11.18,3.38477985899786,25,1,4,2.64,1.03601801786134,25,1,9,6.32,2.39304547943967,25,1,6,3.2,1.1180339887499,25,1,9,4.52,2.27522892621087,25,1,8,5.16,2.01411684533611,25,2,9,7.04,1.76729548557488,25,1,9,4.96,2.4576411454889,25,4,16,11.64,3.2644550336414,25,1,6,3,1.11803398874989,25,1,9,5.36,2.58005167906898,25,1,8,3.6,1.87082869338697,25,1,9,3.96,2.42349609723914,25,1,7,3.36,1.97652894404981,25,3,9,6.52,1.66132477258361,24,1,8,4.79166666666667,2.02117414577177,25,6,16,10.72,3.50618501128125
frytki,french fries,N,6,1091,143,50,3,9,6.38,1.46927720672584,50,1,9,3.84,2.27102422277002,50,1,8,4.7,1.26571751047638,50,1,9,5.68,2.11351337244651,50,1,8,3.26,2.22059010359032,50,1,8,1.88,1.73369959500321,50,1,9,8.34,1.31878113175363,50,3,15,6.48,3.04550521930538,25,3,9,6.56,1.68522995463527,25,1,9,4.08,2.44812853693047,25,2,8,4.88,1.30128141972954,25,1,9,5.52,2.12367605815953,25,1,8,2.96,2.09125161884775,25,1,4,1.28,0.791622805802528,25,7,9,8.6,0.763762615825973,25,3,12,5.72,2.3895606290697,25,4,8,6.2,1.22474487139159,25,1,8,3.6,2.10158670215308,25,1,6,4.52,1.22882057274445,25,1,9,5.84,2.13463501954471,25,1,8,3.56,2.34662878757307,25,1,8,2.48,2.18174242292714,25,1,9,8.08,1.68126936172247,25,3,15,7.24,3.46746785613556
frywolny,frivolous,A,8,14,23,49,2,8,5.42857142857143,1.38443731048635,49,1,8,4.3265306122449,2.27658145675741,50,2,9,5.06,1.67100116635482,49,1,9,4,1.98955606438555,50,1,7,3.38,1.83936546290357,50,1,9,6.04,2.09917379276822,48,1,9,4.77083333333334,2.20482626645462,50,4,18,12.6,3.85449644663773,24,2,8,5.16666666666667,1.40392823632607,25,1,8,4.52,2.31156512634477,25,3,7,4.88,1.33291660154215,25,1,8,4,1.82574185835055,25,1,7,3.64,1.93390796058137,25,3,9,6.6,1.63299316185545,23,1,9,4.56521739130435,2.33210959816764,25,4,18,12.24,3.75588427226754,25,2,8,5.68,1.34536240470737,24,1,8,4.125,2.2710369208034,25,2,9,5.24,1.96383977622073,24,1,9,4,2.18691762434075,25,1,7,3.12,1.73973178009332,25,1,9,5.48,2.38257563713446,25,1,8,4.96,2.11108187114253,25,4,18,12.96,3.99457966082373
fryz,frieze,N,4,93,31,49,2,9,5.42857142857143,1.2747548783982,50,1,9,3.78,2.0029569977146,48,1,8,5.25,1.39146333504191,49,1,9,5.73469387755102,1.91241023976815,50,1,9,3.32,2.44481959603216,50,1,8,2.32,1.6591121303952,49,1,9,6.85714285714286,1.94722024092465,50,4,18,10.36,3.74580036950226,25,2,9,5.16,1.4047538337137,25,1,9,4.16,2.17332310836041,24,2,8,5.41666666666667,1.52989532653215,25,1,9,5.28,2.07203603572267,25,1,9,3.24,2.43721152139079,25,1,8,2.16,1.65025250593154,24,2,9,7.04166666666667,2.05318769481626,25,4,17,10.88,3.87642446936177,24,4,8,5.70833333333333,1.08263634211833,25,1,7,3.4,1.77951304200522,24,1,7,5.08333333333333,1.24818709114169,24,4,9,6.20833333333333,1.64129235046964,25,1,9,3.4,2.5,25,1,7,2.48,1.68621864932557,25,1,9,6.68,1.8645821694596,25,5,18,9.84,3.61340098337656
fryza,ruffle,N,5,3,1,32,3,7,5.0625,0.840026881290309,40,1,7,3.325,1.73038457264007,34,1,8,4.91176470588235,1.56413684317298,37,1,9,5.97297297297297,1.81791221042294,40,1,8,3.275,2.23018338903283,30,1,7,2.7,1.80325376415274,21,1,9,5.04761904761905,2.59761795643991,30,4,18,10.8666666666667,4.83331351561534,16,4,7,5,0.632455532033676,20,1,6,3.35,1.69441808051583,17,2,8,5.23529411764706,1.6019289842525,17,1,9,5.88235294117647,2.05798302171011,21,1,8,2.52380952380952,1.93956303375393,14,1,5,2.21428571428571,1.47692880035521,13,1,9,5.07692307692308,2.81251780621144,11,5,18,11.8181818181818,5.03623235798711,16,3,7,5.125,1.02469507659596,20,1,7,3.3,1.8093325317714,17,1,6,4.58823529411765,1.50244898122248,20,3,9,6.05,1.63755273117186,19,1,8,4.10526315789474,2.28265773075805,16,1,7,3.125,1.99582898398969,8,1,9,5,2.39045721866879,19,4,18,10.3157894736842,4.76156640401906
fryzjer,hairdresser,N,7,262,302,50,1,9,5.6,1.14285714285714,49,1,8,3.69387755102041,1.82806912743853,47,3,8,5.51063829787234,1.15856621333237,50,1,9,6.02,1.92184010462762,50,1,8,3.42,2.32194499750286,49,1,5,1.77551020408163,1.0658585374095,50,1,9,7.86,1.55195728954486,50,3,12,6.78,2.65952274374366,25,1,9,5.6,1.47196014438797,24,1,8,4.04166666666667,1.8528278426483,24,3,8,5.58333333333333,1.3805061033727,25,1,9,6,2.17944947177034,25,1,8,3.76,2.35017729827631,25,1,4,1.4,0.763762615825973,25,4,9,8.16,1.21380943040221,25,3,12,7.08,2.48193472919817,25,5,7,5.6,0.707106781186547,25,1,7,3.36,1.77670106283152,23,3,7,5.43478260869565,0.895751941947086,25,3,9,6.04,1.67032930884901,25,1,8,3.08,2.28983259941275,24,1,5,2.16666666666667,1.20385853085769,25,1,9,7.56,1.80462369115189,25,3,12,6.48,2.84487843911358
fuks,to fluke,N,4,79,65,50,4,9,6.32,1.23618900873051,50,1,9,4.5,2.33211824533064,50,2,8,5.1,1.41781666009137,50,1,9,4.72,2.19498500761929,50,1,8,4.36,2.16427392736064,50,1,9,5.9,2.48464673298944,49,1,9,4.28571428571429,2.31840462387393,50,4,16,10.14,3.30744367653773,25,5,9,6.52,1.22882057274445,25,1,9,4.72,2.28254244210267,25,2,7,5.08,1.25565388012249,25,2,9,4.72,2.07203603572267,25,1,8,4.32,2.11581347634111,25,1,9,6.04,2.58972327994067,24,1,9,4.20833333333333,2.65361388801511,25,4,16,10.04,3.5995370072645,25,4,9,6.12,1.23558353285671,25,1,8,4.28,2.40693442647143,25,2,8,5.12,1.58954920234218,25,1,9,4.72,2.35442845152137,25,1,8,4.4,2.25462487641145,25,1,9,5.76,2.42005509579155,25,1,8,4.36,1.99749843554382,25,6,16,10.24,3.05886689260364
fuksem,to fluke,N,6,15,19,50,3,9,6.06,1.39107945165484,49,1,8,4.59183673469388,2.03017207139094,50,1,8,4.7,1.72910263384431,50,1,9,4.84,2.33308064715355,50,1,8,3.46,2.09186958660117,50,1,9,6.18,2.01717118555584,49,1,9,4,2.17944947177034,50,3,16,10.14,3.29507982003595,25,4,9,6.44,1.4456832294801,24,1,7,4.54166666666667,2.04257226292618,25,2,8,5.48,1.61038297722415,25,2,9,4.92,2.43104915622864,25,1,8,3.92,2.13931453196267,25,3,9,6.28,1.96892525674965,24,1,9,3.95833333333333,2.33087344454665,25,3,16,10.48,3.44141443789227,25,3,8,5.68,1.24899959967968,25,1,8,4.64,2.0591260281974,25,1,6,3.92,1.49777612924406,25,1,8,4.76,2.2781571499789,25,1,6,3,1.97905701450632,25,1,9,6.08,2.1,25,1,8,4.04,2.0712315177208,25,3,15,9.8,3.17542648054294
fundusz,fund,N,7,692,308,50,2,9,5.72,1.21285630153092,50,1,8,3.18,1.93454102556442,50,4,9,6.04,1.29299525702683,50,1,9,6.72,1.99017997340206,50,1,8,3.6,1.96914982172717,50,1,8,4.22,2.27039509283099,50,1,9,4.84,2.08356053182909,50,4,17,11.18,3.08180969892824,25,2,9,5.64,1.49666295470958,25,1,8,3.44,2.12289111041209,25,4,9,6.24,1.50775771705315,25,1,9,6.8,1.93649167310371,25,1,8,4.08,2.03960780543711,25,1,8,3.56,2.14242852856285,25,2,9,5.08,2.15870331449229,25,4,16,11.12,3.05941170815567,25,4,7,5.8,0.866025403784439,25,1,7,2.92,1.7301252363148,25,4,8,5.84,1.02794292967395,25,1,9,6.64,2.07926268983343,25,1,7,3.12,1.81015653098473,25,1,8,4.88,2.2420228961067,25,1,7,4.6,2.02072594216369,25,6,17,11.24,3.16596483450675
funt,pound,N,4,250,202,50,2,9,5.56,1.32726510278136,50,1,8,3.2,1.78428514239954,50,1,9,5.42,1.62994929181173,50,1,9,6.32,1.94243692934669,50,1,9,3.2,2.34738238930785,50,1,9,2.5,2.35822485988845,50,1,9,6.42,2.43352436115329,50,3,17,11.04,3.44021831295869,25,2,9,5.32,1.40593978059754,25,1,8,3.48,1.87349939951952,25,1,9,5.52,1.73493515728975,25,5,9,6.92,1.28840987267251,25,1,9,3.36,2.48126311919286,25,1,9,2.28,2.42418371141023,25,2,9,6.6,2.48327740429189,25,3,16,11.12,3.62077339804633,25,4,9,5.8,1.22474487139159,25,1,7,2.92,1.68126936172247,25,1,8,5.32,1.54704018478297,25,1,9,5.72,2.30072452356499,25,1,8,3.04,2.24499443206436,25,1,8,2.72,2.31876403859182,25,1,9,6.24,2.42005509579155,25,4,17,10.96,3.32264954516723
furażerka,forage cap,N,9,0,7,31,1,7,4.74193548387097,1.23740971214021,35,1,7,3.42857142857143,1.89869481929212,26,2,8,5.19230769230769,1.60048069702151,35,1,9,6.25714285714286,1.80428993924866,33,1,7,2.78787878787879,2.02727612447059,22,1,9,4.18181818181818,2.85584386055053,27,1,9,5.11111111111111,2.7642405179408,34,5,18,12.9411764705882,3.96913223453026,16,1,7,4.625,1.20415945787923,19,1,7,3.73684210526316,2.05053123911173,12,3,8,5.5,1.83402190925746,17,3,9,6.41176470588235,1.66052791038768,17,1,7,3,2.29128784747792,6,1,7,3.66666666666667,3.01109061083632,14,1,9,4.92857142857143,3.17355141307472,16,9,18,14.4375,2.555223408367,15,2,7,4.86666666666667,1.30201309334357,16,1,6,3.0625,1.69189243156886,14,2,7,4.92857142857143,1.38476800135706,18,1,9,6.11111111111111,1.96704881631129,16,1,7,2.5625,1.75,16,1,9,4.375,2.87228132326901,13,1,9,5.30769230769231,2.35883500145783,18,5,18,11.6111111111111,4.56507056692947
furia,fury,N,5,120,373,50,1,7,2.96,1.39912509105089,49,1,9,6.73469387755102,2.53948411923303,49,1,9,5.40816326530612,2.29054548949716,50,1,9,3.08,2.36332522570402,50,1,9,4.92,2.31974664344965,49,1,9,6.79591836734694,1.91463216481146,49,1,9,6.48979591836735,2.21850596291355,50,4,17,11.32,3.44306460548608,25,1,7,2.96,1.59373774505092,24,1,9,6.95833333333333,2.54488688852026,25,1,9,5,2.44948974278318,25,1,9,3.28,2.45831920899897,25,1,9,5.08,2.36149670054113,25,3,9,6.28,1.92613602842582,25,2,9,6.56,2.31084400165827,25,4,16,11.88,3.14006369362152,25,1,6,2.96,1.20692446601544,25,1,9,6.52,2.5677486896761,24,1,9,5.83333333333333,2.07818203719264,25,1,9,2.88,2.29709962053601,25,1,9,4.76,2.31444737824533,24,1,9,7.33333333333333,1.7856107630448,24,1,9,6.41666666666667,2.16527268423666,25,5,17,10.76,3.7
futerko,fur,N,7,95,258,50,1,8,5.16,1.58255799132871,50,1,9,3.12,2.20981114716223,50,1,8,4.66,1.42298909313588,50,1,9,5.62,1.77154377505575,50,1,8,2.86,1.88452343350476,50,1,9,2.04,1.89478338646734,50,1,9,7.26,1.84954489713838,50,4,14,7.9,2.87316933730268,25,1,8,4.92,1.86904610251683,25,1,9,3.24,2.31444737824533,25,2,8,5.08,1.28840987267251,25,3,9,5.56,1.58324561160506,25,1,8,2.8,1.84842275106824,25,1,9,1.48,1.68621864932556,25,4,9,7.8,1.3228756555323,25,4,14,7.8,2.79880927062444,25,3,8,5.4,1.22474487139159,25,1,9,3,2.14087209644419,25,1,6,4.24,1.45143607047182,25,1,9,5.68,1.9731531449265,25,1,7,2.92,1.95618676681616,25,1,9,2.6,1.95789002074512,25,1,9,6.72,2.15096877398689,25,4,14,8,3
futro,fur,N,5,538,1254,50,2,7,4.96,1.29299525702683,50,1,8,3.3,2.12132034355964,50,2,8,5.3,1.34392055158763,50,1,9,6.02,2.05525707215741,50,1,8,2.9,1.95092861196395,50,1,7,1.86,1.41435786251758,50,1,9,7.6,1.91662969499982,50,4,13,7.46,2.82994194791544,25,2,7,4.76,1.53514385862259,25,1,8,3.32,2.1548395145192,25,2,8,5.44,1.6350331291241,25,1,9,5.8,1.91485421551268,25,1,8,2.6,1.77951304200522,25,1,5,1.28,0.890692614392492,25,3,9,8,1.5,25,4,13,7.4,2.82842712474619,25,3,7,5.16,0.986576572463249,25,1,8,3.28,2.13150963716642,25,3,7,5.16,0.986576572463249,25,1,9,6.24,2.20378462347541,25,1,8,3.2,2.10158670215308,25,1,7,2.44,1.60934769394311,25,1,9,7.2,2.21735578260835,25,4,13,7.52,2.88848287745199
gabinet,cabinet,N,7,891,1295,50,3,9,5.04,1.0490034143249,50,1,9,3.46,2.28758851730153,50,3,9,5.74,1.39693542135224,50,1,9,6.76,1.79067881325627,50,1,7,3.22,1.97215307598118,50,1,8,2.4,2,50,1,9,7.52,1.56804831245854,50,3,16,9.02,3.54844030123498,25,3,8,4.92,0.90921211313239,25,1,9,3.36,2.19620885467055,25,3,9,5.88,1.56311654502578,25,4,9,7.04,1.48548533034381,25,1,7,3.2,2.06155281280883,25,1,5,1.8,1.44337567297406,25,3,9,7.76,1.47986485869487,25,3,15,8.72,3.40978982734518,25,3,9,5.16,1.17898261225516,25,1,8,3.56,2.41660919471891,25,3,8,5.6,1.22474487139159,25,1,9,6.48,2.04368947412924,25,1,7,3.24,1.92093727122985,25,1,8,3,2.3094010767585,25,1,9,7.28,1.64620776331543,25,4,16,9.32,3.7273761995985
gad,reptile,N,3,121,387,50,1,8,4.14,1.37038650886291,50,1,8,3.66,2.01636164556716,50,1,8,4.7,1.55511007550552,50,1,9,5.44,1.99141012494019,50,1,8,2.74,2.0484937223756,50,1,8,2.04,1.67770494353179,50,1,9,7.26,2.01838488673999,50,3,16,9.34,3.40234013104906,25,1,8,3.84,1.59895799402819,25,1,8,4,2.10158670215308,25,3,7,4.96,1.36869767784319,25,2,9,5.4,1.77951304200522,25,1,8,2.64,2.09920619917784,25,1,5,1.24,0.830662386291807,25,2,9,7.08,2.19696760710454,25,3,15,9.48,3.24191301548947,25,2,6,4.44,1.04403065089105,25,1,7,3.32,1.90875177362939,25,1,8,4.44,1.70977581376429,25,1,9,5.48,2.2196095752782,25,1,8,2.84,2.03469899493758,25,1,8,2.84,1.92959408512084,25,1,9,7.44,1.85022521151706,25,5,16,9.2,3.61708906903512
